I,F,G,A,H,T
54,0,Female,26,159,31
62,62,Male,45,187,201
5,5,Male,23,194,242
76,0,Male,57,178,98
35,0,Male,46,187,19
8,8,Female,22,182,295
36,0,Female,27,167,164
65,65,Male,38,188,251
75,0,Female,26,165,211
96,0,Female,28,170,134
33,33,Male,42,187,219
44,44,Male,43,183,115
82,0,Male,39,178,294
11,11,Male,28,175,232
45,45,Female,28,196,58
23,23,Male,32,178,328
31,0,Female,38,155,168
8,0,Female,18,169,233
63,0,Male,37,166,160
24,24,Male,41,189,100
32,0,Female,39,150,87
88,88,Male,60,182,263
93,0,Male,45,189,141
79,0,Male,19,183,199
68,0,Female,45,168,32
98,0,Female,47,175,1
100,0,Male,40,191,172
61,61,Female,50,164,180
82,0,Male,39,180,286
60,0,Male,37,173,49
63,0,Male,39,172,322
30,30,Female,28,157,261
36,0,Female,38,178,213
79,79,Male,39,176,322
27,0,Female,46,179,162
70,70,Male,52,176,276
70,70,Male,48,171,68
28,0,Female,28,165,220
33,33,Male,44,193,9
69,0,Female,27,170,169
47,0,Male,41,200,145
54,0,Female,19,168,78
2,2,Male,25,169,8
54,54,Female,22,154,212
72,0,Female,8,166,128
48,0,Female,23,159,199
10,10,Male,30,188,313
91,91,Male,41,171,126
92,92,Male,37,188,308
16,16,Male,36,174,146
44,44,Male,32,188,323
16,0,Male,52,191,239
22,22,Female,50,169,40
18,18,Female,37,170,66
21,0,Female,24,193,319
8,8,Female,18,186,321
53,0,Female,32,173,302
94,0,Male,45,187,20
13,13,Female,23,169,312
26,26,Female,29,155,329
99,0,Female,34,162,35
45,45,Female,36,196,260
47,47,Male,38,182,25
6,0,Female,67,178,182
9,0,Male,47,187,191
18,18,Female,30,161,0
37,37,Male,28,187,215
89,0,Male,27,164,318
51,0,Male,31,181,269
97,0,Female,28,150,102
57,0,Female,23,163,19
88,0,Male,16,183,235
53,0,Male,22,175,292
22,22,Female,28,160,184
31,0,Female,31,173,27
59,0,Male,31,194,6
78,0,Female,48,157,123
96,0,Female,43,162,270
67,0,Female,29,157,64
52,0,Female,35,161,321
32,0,Female,47,166,217
3,3,Male,39,183,235
23,0,Male,37,186,276
23,23,Male,28,176,59
81,3,Female,30,181,247
83,0,Male,24,179,136
67,67,Female,21,163,160
74,0,Male,41,174,270
13,13,Female,23,166,299
96,0,Female,38,171,195
53,53,Female,30,163,167
23,0,Male,39,178,131
89,0,Female,41,182,246
31,0,Female,31,165,28
98,0,Female,45,177,313
94,0,Male,53,189,235
41,0,Male,28,177,300
6,0,Male,54,187,105
90,0,Female,26,179,318
13,0,Female,33,174,67
66,0,Male,50,178,275
83,0,Male,27,174,168
22,22,Female,38,165,330
83,0,Male,30,176,179
82,0,Male,34,169,243
16,0,Male,16,175,108
89,0,Female,24,183,193
37,37,Male,48,182,216
53,53,Female,36,169,104
82,82,Male,40,179,216
20,0,Female,32,168,62
91,91,Male,37,180,307
54,0,Female,18,150,152
45,0,Female,44,193,145
19,0,Female,46,173,319
100,0,Male,20,179,78
84,0,Male,40,182,71
6,0,Female,39,183,48
97,0,Female,39,171,159
6,6,Female,36,175,310
73,0,Male,39,166,246
83,0,Male,32,176,86
11,11,Male,31,165,116
62,0,Male,42,178,302
77,77,Male,61,188,200
58,58,Male,25,194,308
81,0,Male,28,197,306
15,0,Male,43,170,60
56,0,Female,32,173,128
30,30,Female,38,162,49
31,0,Male,36,164,60
29,0,Male,35,184,327
62,0,Female,45,182,275
20,0,Female,18,172,64
30,0,Female,40,165,278
50,0,Female,22,162,325
77,77,Male,64,187,3
36,0,Female,24,171,42
5,0,Male,28,181,87
49,0,Male,62,187,1
36,0,Female,32,177,300
94,0,Male,46,189,89
56,0,Male,70,169,45
21,21,Female,34,202,124
11,0,Male,21,169,335
80,0,Male,37,186,103
72,0,Female,32,157,276
24,24,Male,30,190,197
44,44,Male,30,186,234
37,37,Male,48,175,41
57,57,Female,28,161,60
82,0,Male,37,178,194
75,0,Female,20,156,178
70,70,Male,50,166,279
64,0,Male,26,183,108
5,5,Male,28,172,304
86,0,Male,28,195,142
49,0,Male,41,186,101
16,0,Male,53,194,160
31,0,Male,31,160,155
22,0,Female,53,159,5
28,0,Female,29,160,309
28,0,Female,32,154,321
99,0,Female,49,145,208
44,0,Male,29,182,128
49,0,Male,46,180,39
14,0,Male,62,186,250
31,0,Female,37,169,80
19,0,Male,64,174,306
43,0,Male,30,172,23
8,8,Female,24,174,31
77,0,Male,70,192,172
63,0,Male,45,186,227
54,54,Female,26,161,172
67,0,Female,26,157,225
30,30,Male,41,164,109
20,0,Female,40,165,17
27,0,Male,55,183,192
2,0,Male,28,183,178
6,0,Female,35,184,208
19,19,Male,54,172,19
16,0,Male,23,185,138
69,0,Female,26,177,132
47,0,Male,29,177,51
17,0,Female,25,151,152
57,57,Female,21,164,177
75,0,Female,25,158,134
49,0,Male,33,191,231
63,0,Male,31,184,150
45,45,Female,30,198,315
5,5,Male,27,185,255
60,60,Male,38,184,312
59,0,Male,35,190,133
29,0,Female,41,178,7
70,70,Male,49,172,199
77,77,Male,64,176,89
4,0,Male,36,177,24
81,0,Female,43,184,181
73,0,Male,53,164,253
29,0,Female,61,192,77
65,0,Male,27,191,33
65,0,Male,44,182,286
10,10,Male,40,190,137
94,0,Male,31,179,219
47,0,Male,41,187,272
73,0,Male,54,173,42
20,0,Female,31,158,289
65,65,Male,36,178,273
46,46,Female,26,172,68
5,0,Male,42,191,231
10,10,Male,27,192,248
10,0,Male,23,188,156
48,0,Female,28,162,22
16,16,Male,39,183,267
42,0,Male,50,179,112
42,42,Male,56,167,296
71,0,Female,32,164,29
17,0,Female,24,174,16
81,0,Male,34,193,208
6,0,Female,31,178,58
73,0,Male,37,173,289
100,0,Male,11,195,247
70,70,Male,45,171,155
38,0,Female,31,186,125
42,42,Male,46,177,174
79,0,Male,37,182,165
44,44,Male,34,193,173
56,0,Female,40,178,258
79,0,Male,51,187,326
9,0,Male,43,182,140
37,0,Male,28,180,246
21,21,Female,22,194,38
48,0,Male,47,163,331
92,92,Male,34,174,256
83,0,Male,23,169,166
56,0,Female,36,169,260
82,0,Female,45,179,203
67,0,Female,35,159,250
53,0,Female,50,177,9
9,0,Male,49,187,153
66,0,Male,59,184,280
93,0,Male,59,202,274
59,0,Male,36,188,38
67,0,Male,10,154,135
98,0,Male,31,172,90
9,0,Male,53,195,69
51,0,Male,53,177,255
62,0,Male,50,180,195
81,81,Male,38,182,200
10,0,Male,31,181,42
21,21,Female,24,187,95
92,0,Male,40,183,177
91,0,Female,57,159,225
62,0,Male,44,194,276
34,0,Male,40,186,310
45,45,Female,25,188,126
42,42,Female,43,177,136
6,0,Female,51,181,322
94,0,Male,39,176,268
95,0,Male,45,169,37
95,95,Male,44,186,84
28,0,Female,33,158,302
79,79,Male,31,178,205
74,0,Male,42,171,285
7,0,Male,25,183,69
52,0,Female,32,166,119
3,3,Male,47,183,293
87,87,Female,48,171,264
78,0,Female,27,151,60
4,0,Male,33,182,39
51,0,Female,42,176,58
35,0,Male,10,185,334
18,18,Female,28,170,246
51,0,Male,31,191,198
92,0,Male,52,182,145
29,0,Male,45,178,220
79,0,Male,37,173,24
36,36,Female,32,176,207
13,0,Female,29,171,79
58,0,Male,24,189,50
96,96,Female,32,175,315
41,0,Female,49,183,264
26,0,Female,25,153,45
42,42,Male,50,169,42
75,0,Female,28,167,14
37,37,Male,34,182,69
93,0,Male,17,178,265
82,0,Male,36,193,247
77,77,Male,68,188,287
70,70,Male,33,165,293
85,85,Female,26,154,294
53,0,Male,20,174,149
100,0,Male,38,178,182
98,0,Female,29,177,73
22,22,Female,51,176,227
36,36,Female,36,168,153
94,0,Male,44,189,170
54,0,Female,29,160,300
96,0,Female,29,169,56
85,0,Female,16,150,316
3,3,Male,43,186,294
1,0,Female,25,170,87
85,85,Female,17,161,45
46,46,Female,22,165,138
78,0,Female,41,164,54
69,69,Female,31,166,109
8,0,Female,55,180,309
53,53,Female,32,186,207
41,41,Male,31,186,202
80,80,Male,48,189,111
2,0,Male,29,171,90
23,0,Male,37,179,296
27,0,Male,29,177,125
20,0,Female,34,169,115
9,9,Male,44,192,301
76,0,Male,43,182,203
14,0,Male,47,193,220
26,0,Female,21,153,334
32,0,Female,29,164,256
7,0,Male,35,184,38
64,64,Female,39,171,90
40,0,Female,34,176,94
72,0,Female,37,153,323
46,46,Female,27,174,317
25,0,Female,43,165,68
26,26,Female,22,158,309
19,0,Female,56,159,315
5,0,Female,42,186,219
83,83,Male,29,183,218
80,80,Male,41,180,84
30,30,Female,40,155,326
49,0,Male,51,189,6
100,0,Female,13,177,84
22,22,Female,59,162,121
43,0,Female,41,172,51
24,0,Male,32,192,130
38,0,Female,35,159,112
96,0,Female,34,166,209
66,0,Male,63,181,150
26,26,Female,20,151,333
82,0,Male,51,175,320
1,0,Female,33,158,111
32,0,Female,27,164,27
76,0,Male,52,182,335
73,0,Male,65,171,111
71,0,Female,38,170,118
12,0,Female,36,168,205
26,0,Female,47,155,46
95,0,Male,37,170,166
41,0,Female,0,181,35
33,33,Male,45,189,308
74,0,Female,59,177,223
5,0,Female,61,192,101
16,0,Male,42,177,291
34,0,Male,36,184,235
31,0,Female,34,156,248
79,0,Female,15,165,62
33,0,Male,40,183,102
2,2,Male,23,172,152
13,13,Female,29,171,306
98,0,Female,44,168,157
51,0,Male,45,192,119
81,0,Male,40,186,259
19,19,Female,48,151,196
34,0,Male,43,176,41
16,0,Male,27,192,320
35,0,Male,13,186,0
78,0,Female,28,153,267
75,0,Male,37,149,166
77,77,Male,69,179,122
100,0,Male,40,184,92
2,2,Male,26,184,125
21,21,Female,27,193,193
9,0,Male,59,193,284
70,0,Female,54,171,87
100,0,Male,33,187,227
9,0,Male,45,188,10
74,74,Male,34,189,273
77,77,Male,72,192,58
16,16,Male,34,178,40
8,8,Female,24,185,153
37,0,Male,27,177,169
98,0,Female,35,178,22
95,0,Male,30,184,98
70,0,Male,49,176,44
66,66,Male,63,178,188
26,0,Female,24,161,42
93,0,Male,52,186,282
81,0,Male,35,183,73
52,0,Female,27,162,301
37,0,Male,67,178,122
38,0,Female,36,167,233
48,46,Female,29,163,32
6,0,Female,53,177,31
55,0,Male,31,180,16
41,0,Male,48,182,114
66,0,Male,65,194,157
7,7,Male,44,183,49
3,0,Male,21,191,282
75,0,Male,41,164,244
22,0,Female,58,156,283
78,0,Female,16,149,164
75,0,Female,31,162,59
32,0,Female,44,169,250
90,0,Female,36,177,217
59,0,Male,38,190,236
31,0,Female,30,165,300
89,0,Male,32,182,34
11,11,Male,36,167,294
22,22,Male,32,165,323
15,0,Male,68,170,33
59,0,Male,60,188,278
73,0,Male,39,168,137
62,62,Male,37,180,206
77,0,Male,52,193,309
56,0,Female,33,166,62
26,26,Female,33,157,200
76,0,Male,58,184,62
34,0,Male,50,174,33
78,0,Male,28,167,188
89,0,Male,22,181,68
75,0,Male,43,154,308
33,0,Female,58,180,134
61,61,Female,48,153,296
100,0,Female,17,189,224
96,0,Female,40,170,286
94,0,Male,42,188,94
49,0,Male,44,182,294
81,0,Male,37,187,63
32,0,Female,43,170,170
53,0,Male,12,180,70
49,0,Male,36,188,75
20,0,Female,35,159,62
17,0,Female,30,165,196
18,0,Female,36,162,15
72,0,Female,25,159,212
35,0,Male,56,182,28
85,0,Female,17,152,139
15,15,Male,58,178,88
20,0,Male,42,164,72
50,0,Female,27,161,299
29,0,Male,29,182,26
80,0,Male,52,181,313
96,96,Female,36,168,329
41,0,Male,44,182,255
15,0,Male,56,168,307
76,0,Male,40,181,115
43,0,Female,40,162,198
51,0,Male,53,182,288
52,0,Female,37,160,311
63,0,Female,42,167,198
12,0,Female,29,172,265
62,0,Male,29,189,251
44,0,Male,33,169,86
49,49,Male,52,188,96
38,0,Female,37,184,22
19,19,Female,50,162,313
21,21,Female,27,184,217
26,0,Female,28,160,26
92,0,Male,48,189,24
2,2,Male,24,173,208
14,0,Male,42,181,152
15,15,Male,62,162,276
12,0,Female,40,164,120
73,0,Male,53,166,165
44,0,Male,28,178,167
89,89,Male,30,172,278
95,95,Male,37,185,176
82,0,Male,44,179,307
40,0,Female,28,184,333
48,48,Female,26,177,294
61,0,Female,41,155,235
75,0,Female,36,168,112
9,0,Male,47,197,175
14,0,Male,61,183,129
61,0,Female,42,156,33
35,0,Male,39,178,113
96,96,Female,42,170,319
77,0,Male,68,191,145
23,0,Male,50,180,135
86,0,Male,25,181,190
74,74,Male,56,178,84
64,0,Female,20,177,223
74,0,Male,62,187,60
69,69,Female,23,169,267
22,22,Female,53,159,237
64,0,Female,37,168,234
74,0,Male,59,181,315
89,0,Male,26,182,109
55,0,Female,58,186,52
54,54,Female,19,159,68
77,77,Male,66,182,312
57,57,Female,27,172,216
70,0,Male,50,178,194
11,11,Male,37,172,117
94,0,Male,44,180,193
5,5,Male,57,178,155
97,0,Female,40,153,92
55,55,Male,44,194,248
17,0,Male,26,159,308
74,0,Male,53,185,206
7,0,Male,47,184,180
54,0,Female,41,144,6
64,0,Female,25,168,235
32,0,Female,45,170,14
20,0,Female,24,175,225
32,32,Female,34,161,205
81,0,Male,40,192,201
47,47,Male,38,191,83
20,0,Female,36,162,155
55,0,Male,48,180,229
20,0,Female,36,157,294
12,0,Male,35,169,104
13,0,Female,28,171,143
10,0,Male,35,176,84
43,0,Female,33,171,227
72,72,Female,32,158,96
38,0,Female,30,171,197
43,0,Female,29,171,62
86,0,Male,24,180,211
34,0,Male,31,184,320
5,0,Female,38,175,241
97,0,Male,44,155,303
23,0,Male,31,189,187
92,0,Male,21,194,207
21,21,Female,33,191,8
16,16,Male,36,180,18
79,0,Male,40,173,182
55,4,Male,27,183,26
65,65,Male,47,189,127
28,28,Female,24,166,275
52,0,Female,28,172,82
42,42,Male,54,173,102
3,0,Male,39,184,29
65,0,Male,46,185,197
15,0,Male,50,179,20
93,93,Male,53,190,170
41,0,Female,50,180,241
21,21,Female,27,191,197
77,77,Male,72,185,307
83,0,Male,43,170,166
36,0,Female,25,161,14
72,0,Female,43,156,274
85,85,Female,13,158,44
87,87,Female,31,157,230
46,0,Male,37,167,312
54,0,Female,22,155,298
41,0,Female,51,178,306
50,0,Female,26,159,50
78,0,Female,22,153,108
48,0,Female,24,165,57
19,0,Female,37,168,335
72,0,Male,27,163,157
92,0,Male,40,178,235
79,0,Female,13,183,5
20,0,Female,42,158,106
10,10,Male,27,183,327
28,0,Female,9,152,329
80,0,Male,41,179,115
61,0,Female,42,161,311
38,0,Female,54,179,151
4,0,Male,36,195,178
46,46,Female,28,178,170
8,8,Female,28,179,82
98,0,Female,28,169,84
41,0,Male,28,194,107
5,5,Male,26,178,83
75,0,Female,32,167,218
77,77,Male,65,187,283
40,0,Female,33,170,282
80,0,Male,47,182,60
51,0,Male,49,172,305
14,0,Male,46,183,120
98,98,Female,53,166,108
40,0,Male,51,174,97
9,0,Male,48,186,333
28,28,Female,30,144,125
54,0,Female,29,162,113
82,82,Male,38,184,243
36,0,Female,26,168,240
16,0,Male,56,197,256
30,0,Female,45,152,16
53,53,Female,38,168,267
67,0,Female,32,162,316
56,0,Female,28,177,168
71,0,Female,21,161,165
30,0,Male,56,151,269
43,0,Female,32,163,335
71,0,Female,26,181,252
98,0,Male,49,171,71
13,0,Female,22,169,191
62,62,Male,29,188,36
85,0,Female,41,154,287
66,66,Male,56,179,135
14,0,Male,60,188,277
23,0,Male,40,175,127
21,21,Female,36,189,54
72,72,Female,39,155,224
70,0,Female,0,177,31
4,0,Female,67,194,237
99,0,Female,30,166,321
13,13,Female,22,172,72
38,0,Female,33,172,286
64,0,Female,16,170,247
15,0,Male,22,173,11
32,0,Female,45,167,133
33,0,Male,32,178,334
1,0,Male,34,166,177
60,60,Male,40,175,316
35,0,Male,36,185,39
77,77,Male,66,171,64
36,36,Female,27,173,157
79,0,Male,62,171,213
20,0,Female,13,158,183
58,0,Male,30,184,16
25,25,Female,33,168,95
46,46,Female,23,176,73
36,0,Male,19,150,286
11,11,Male,29,162,232
62,62,Male,42,179,253
22,22,Male,54,172,109
69,69,Female,29,166,302
3,3,Male,51,181,107
62,0,Female,27,173,250
32,0,Female,38,166,102
100,0,Male,50,183,140
43,0,Male,14,180,197
72,72,Female,42,153,213
90,0,Female,27,186,311
5,0,Female,28,177,235
63,0,Male,23,189,330
61,0,Female,36,157,236
48,48,Female,30,168,11
42,42,Male,38,183,242
29,0,Male,58,178,269
58,0,Male,32,192,72
50,50,Male,24,165,149
49,0,Male,49,180,321
26,26,Female,19,147,0
36,36,Female,23,164,3
36,36,Female,37,160,210
69,0,Female,38,171,1
40,0,Female,17,165,189
28,0,Female,34,158,312
56,0,Female,45,175,242
57,0,Female,33,168,262
28,0,Female,22,158,99
85,0,Female,24,159,209
72,0,Female,28,158,273
52,0,Female,39,168,155
57,0,Female,41,165,137
48,0,Female,30,153,9
79,0,Male,55,177,231
94,0,Male,53,186,301
31,0,Male,29,163,37
72,0,Female,32,153,18
65,65,Male,51,192,128
89,0,Female,27,168,228
5,0,Female,36,188,248
12,0,Female,47,173,120
40,0,Male,34,178,12
89,89,Male,29,181,83
53,53,Female,32,162,258
47,0,Male,43,202,188
45,45,Female,31,179,173
51,51,Male,39,186,9
85,0,Female,16,150,176
81,0,Male,36,175,102
13,13,Female,29,171,318
59,0,Male,38,184,256
19,19,Female,61,168,21
68,0,Female,40,161,259
3,0,Male,47,189,210
31,0,Female,32,157,289
7,0,Male,39,180,64
56,0,Female,40,176,258
43,0,Female,20,169,109
59,0,Male,31,185,40
38,0,Female,37,167,264
44,44,Male,33,189,98
92,0,Male,34,171,231
12,0,Male,47,165,10
56,0,Male,45,171,263
54,0,Female,31,160,68
95,0,Male,52,161,50
90,0,Female,31,175,238
56,56,Female,31,178,266
34,0,Male,36,178,233
64,0,Female,36,166,313
27,0,Male,41,169,51
88,88,Male,63,184,224
69,0,Male,27,167,253
78,0,Female,25,164,213
35,0,Male,38,169,49
93,0,Male,52,190,264
38,0,Female,38,180,135
42,42,Male,50,185,15
44,0,Male,52,192,266
1,0,Female,28,159,81
41,41,Male,30,177,211
74,0,Male,42,182,112
13,0,Female,31,171,316
99,99,Female,25,169,146
59,0,Male,50,180,311
69,0,Female,29,163,250
94,0,Male,53,183,119
94,0,Male,55,167,77
42,0,Male,57,174,205
63,0,Male,21,180,219
52,0,Female,31,155,225
77,0,Female,64,187,147
33,0,Male,51,179,79
6,0,Male,41,191,253
38,0,Female,31,179,148
6,0,Female,52,184,154
76,0,Male,38,183,30
81,0,Male,33,181,184
23,0,Male,36,177,66
94,0,Male,40,185,201
49,0,Male,69,184,36
59,0,Male,36,180,63
14,0,Male,53,185,64
79,0,Male,40,167,302
37,37,Male,30,189,124
94,0,Male,53,189,273
67,0,Female,34,167,63
29,0,Male,28,179,267
92,0,Female,35,187,220
17,0,Female,29,175,28
26,0,Female,22,160,286
95,95,Male,42,185,278
35,0,Male,39,187,212
62,0,Male,53,187,214
20,0,Female,41,162,315
71,0,Female,27,160,254
89,89,Male,31,175,282
6,0,Female,38,191,131
46,46,Female,27,174,222
52,0,Female,29,167,120
51,0,Male,47,172,57
14,0,Male,45,174,294
39,39,Female,24,150,175
33,0,Male,37,178,183
4,0,Male,37,200,94
81,0,Male,68,194,0
5,0,Male,47,183,214
56,0,Female,36,180,299
35,0,Male,33,173,197
12,0,Female,44,170,78
85,0,Female,34,140,264
57,0,Female,23,162,22
54,0,Male,26,159,183
38,0,Female,30,186,24
51,51,Male,42,180,20
37,0,Male,32,177,324
45,45,Female,33,187,258
26,0,Female,27,149,100
98,0,Female,44,184,319
78,0,Female,24,165,213
83,0,Male,42,176,181
100,0,Male,34,194,166
22,22,Female,56,160,174
78,0,Male,12,148,268
31,31,Female,32,148,333
23,0,Male,40,184,135
97,0,Male,31,156,44
86,0,Female,21,194,145
94,0,Male,48,184,101
68,0,Male,61,183,228
82,0,Female,32,190,218
28,0,Female,25,167,285
25,25,Female,37,179,229
98,0,Female,33,172,324
90,0,Female,28,175,161
48,48,Female,22,161,73
56,0,Female,34,173,256
4,0,Male,31,189,333
23,0,Male,44,179,317
92,92,Male,32,181,245
43,0,Female,63,175,63
91,0,Male,31,184,153
6,0,Male,42,188,156
58,0,Male,28,180,275
10,0,Male,40,181,39
79,0,Female,0,176,86
47,47,Male,40,175,258
23,0,Female,31,182,13
8,8,Female,23,176,124
32,32,Female,36,150,108
27,0,Male,57,178,19
39,0,Female,20,156,250
82,0,Male,62,179,253
14,0,Male,68,186,252
17,17,Female,25,165,66
1,0,Female,21,162,223
20,0,Female,33,166,96
15,15,Male,62,174,299
24,24,Male,35,184,173
46,46,Female,22,179,253
91,0,Male,34,179,139
21,21,Female,26,190,181
64,0,Female,38,166,206
40,0,Male,32,171,214
17,0,Female,33,170,174
20,0,Female,24,176,245
90,90,Female,24,168,194
21,21,Female,24,186,79
83,0,Male,28,188,312
32,0,Female,24,159,192
74,74,Male,46,178,50
75,0,Female,34,161,180
28,28,Female,21,166,309
68,0,Female,43,163,106
42,42,Female,46,180,189
95,0,Male,26,187,112
27,0,Male,57,182,294
19,19,Female,49,161,87
91,0,Male,33,174,247
46,46,Female,22,170,289
13,0,Female,31,172,199
49,0,Male,68,174,287
46,46,Female,24,186,238
49,0,Male,46,179,155
20,0,Female,42,165,332
50,0,Female,28,152,117
82,82,Male,47,179,74
79,0,Male,47,179,286
7,0,Male,45,181,317
53,0,Female,36,174,312
60,60,Male,39,173,306
20,0,Female,35,169,299
55,55,Male,44,183,209
94,0,Male,30,188,99
11,11,Male,32,164,35
46,46,Female,30,171,176
32,32,Female,34,150,68
66,66,Male,63,184,241
29,0,Male,39,190,286
27,27,Male,56,167,79
81,0,Female,38,174,248
15,0,Male,21,164,265
35,0,Male,47,177,262
44,44,Male,35,187,168
86,0,Female,27,190,15
99,99,Female,34,166,212
1,0,Female,38,163,262
98,0,Male,28,170,244
33,0,Male,42,185,68
81,81,Male,29,185,202
27,0,Female,54,183,104
13,0,Female,30,170,18
3,3,Male,46,187,118
8,8,Female,23,175,203
10,10,Male,30,176,210
35,0,Male,34,175,322
24,0,Male,29,192,288
66,66,Male,56,176,153
51,51,Male,39,191,277
7,7,Male,47,170,192
6,0,Male,29,188,321
70,0,Male,36,173,175
100,0,Male,32,176,5
20,0,Female,43,167,235
67,0,Female,33,148,163
25,25,Female,37,176,130
82,0,Male,35,186,7
8,0,Male,50,180,68
21,21,Female,25,195,67
73,0,Male,56,170,157
45,45,Female,31,202,162
33,0,Male,45,172,56
8,0,Female,26,179,304
86,0,Male,32,184,257
29,0,Male,27,176,307
17,0,Male,23,151,78
49,0,Male,45,173,17
55,0,Male,40,187,34
69,0,Female,44,157,250
59,0,Male,34,177,75
79,0,Male,37,174,307
5,0,Male,37,188,267
34,0,Male,30,179,238
21,21,Female,30,190,228
7,0,Male,38,185,87
10,0,Male,30,194,48
8,8,Female,20,185,99
75,0,Female,22,157,161
35,0,Male,41,182,52
54,0,Female,21,160,281
68,68,Female,36,168,213
39,0,Male,32,164,192
45,45,Female,45,190,6
96,0,Female,36,154,120
13,13,Male,22,162,114
50,0,Female,37,162,56
4,4,Male,32,195,80
10,10,Male,28,192,216
55,0,Male,44,197,176
69,0,Female,29,174,31
51,0,Male,34,181,160
89,0,Male,28,186,281
82,0,Male,35,175,149
47,47,Male,40,180,134
69,0,Female,25,170,301
19,0,Female,45,163,128
51,51,Male,39,191,321
59,59,Male,55,171,105
17,0,Female,25,174,188
67,0,Female,29,162,104
65,65,Male,40,187,256
4,4,Male,33,180,197
25,25,Female,29,179,120
60,0,Female,24,184,234
33,0,Male,9,192,194
41,0,Male,43,183,228
63,0,Male,39,185,193
91,0,Male,38,168,62
47,0,Male,54,178,68
35,0,Male,42,184,299
37,0,Male,35,163,241
9,0,Male,38,192,201
41,41,Male,48,190,255
31,31,Female,29,164,250
82,82,Male,46,186,245
4,0,Male,37,173,170
50,50,Female,21,161,111
46,0,Female,35,175,234
49,0,Female,43,193,115
12,0,Female,38,186,97
50,0,Female,35,167,38
16,16,Male,39,192,151
86,0,Male,23,196,283
85,0,Female,33,151,102
71,0,Female,28,163,151
27,0,Male,55,185,0
60,0,Male,39,194,73
8,0,Female,34,169,237
32,0,Male,42,164,108
90,0,Male,34,172,92
37,37,Male,44,172,268
39,0,Female,24,158,103
62,0,Female,50,192,262
21,21,Female,27,170,35
14,0,Male,49,183,170
31,0,Female,44,163,283
8,0,Female,28,172,228
52,0,Female,27,156,5
69,69,Female,28,163,35
29,0,Male,47,182,134
24,0,Male,35,195,47
40,0,Female,27,168,43
27,0,Female,50,175,258
27,0,Male,39,182,29
73,73,Male,63,175,128
16,0,Male,30,188,42
69,0,Female,32,167,36
67,0,Male,30,165,170
43,0,Female,22,170,14
46,46,Female,30,165,262
70,0,Male,46,176,325
91,91,Male,33,170,100
97,0,Female,37,164,80
90,0,Male,37,182,268
67,0,Female,25,162,2
46,46,Female,26,167,173
54,0,Female,33,154,289
40,40,Female,24,179,203
24,0,Male,35,192,200
77,0,Male,45,184,333
60,0,Male,48,192,64
35,0,Female,31,174,78
31,0,Female,24,166,13
70,0,Male,42,197,260
83,83,Male,32,177,245
11,11,Male,36,165,201
49,0,Male,59,189,152
69,0,Female,29,171,24
61,61,Female,48,178,260
57,0,Female,28,168,50
5,0,Female,35,176,286
59,0,Female,58,189,0
44,0,Male,49,190,104
23,0,Male,24,177,259
9,9,Male,48,190,176
6,0,Male,35,189,209
76,0,Male,27,186,165
31,0,Female,37,161,299
100,0,Female,54,190,24
34,0,Male,37,172,135
36,0,Female,25,172,157
36,0,Female,29,163,190
2,0,Female,34,154,36
31,0,Female,33,162,141
29,0,Male,38,189,248
45,45,Female,51,195,27
23,0,Male,42,173,97
21,21,Female,28,189,102
26,0,Female,20,166,247
77,0,Male,69,181,24
27,0,Female,53,180,319
34,0,Male,34,181,179
54,0,Female,42,164,246
70,0,Male,54,172,331
32,0,Male,51,165,149
39,39,Female,29,172,187
45,45,Female,24,197,176
61,0,Male,43,170,262
17,0,Male,25,165,88
46,46,Female,30,171,290
78,0,Female,44,162,239
89,89,Male,22,175,38
35,0,Male,12,178,72
75,0,Female,28,153,219
47,47,Male,45,191,285
39,0,Female,27,156,334
17,0,Female,25,178,288
59,0,Female,36,190,160
75,0,Female,22,158,50
10,10,Male,39,194,281
2,2,Male,26,184,165
8,0,Male,52,171,167
51,51,Male,45,174,303
24,0,Male,41,181,119
33,0,Male,54,189,67
69,0,Female,36,165,22
6,0,Female,38,181,10
34,0,Male,56,190,294
56,0,Female,29,172,6
42,0,Male,52,174,234
90,0,Female,25,164,328
100,0,Male,23,190,177
3,0,Male,40,183,169
60,0,Female,33,193,65
31,0,Female,33,155,1
35,0,Male,37,163,225
77,77,Male,66,179,158
98,0,Female,39,173,261
6,0,Female,61,186,253
99,0,Male,41,174,126
88,88,Male,54,180,182
11,0,Male,31,165,96
46,46,Female,32,162,263
31,31,Female,36,161,229
19,0,Female,44,169,48
24,24,Male,36,198,192
26,0,Female,22,161,225
98,0,Female,7,170,175
68,68,Female,47,173,286
84,0,Male,40,184,315
74,74,Male,46,174,71
70,0,Male,21,163,48
35,0,Male,37,182,61
47,47,Male,36,181,44
46,0,Male,42,162,40
29,0,Male,42,179,269
3,3,Male,38,185,160
2,0,Male,23,174,65
48,48,Female,25,165,248
11,11,Male,30,162,82
9,9,Male,39,178,222
24,0,Male,34,195,42
8,0,Female,28,171,263
52,0,Female,31,172,218
100,0,Male,35,193,208
41,0,Male,28,195,239
9,0,Male,59,184,196
37,0,Male,44,172,223
72,0,Female,34,156,220
41,41,Male,53,171,62
70,0,Male,23,164,14
89,0,Female,46,189,252
33,0,Male,53,182,71
51,0,Male,61,191,50
85,0,Female,25,155,89
68,0,Male,60,180,185
63,0,Female,30,179,16
