I,F,G,A,H,T
54,0,Female,26,159,209
62,62,Male,45,187,313
5,5,Male,23,194,214
76,0,Male,57,178,310
35,0,Male,46,187,76
8,8,Female,22,182,16
36,0,Female,27,167,138
65,65,Male,38,188,203
75,0,Female,26,165,301
96,0,Female,28,170,23
33,33,Male,42,187,226
44,44,Male,43,183,58
82,0,Male,39,178,242
11,11,Male,28,175,172
45,45,Female,28,196,286
23,23,Male,32,178,318
31,0,Female,38,155,168
8,0,Female,20,169,116
63,0,Male,37,166,206
24,24,Male,41,189,253
32,0,Female,39,150,227
88,88,Male,60,182,135
93,0,Male,45,189,145
79,0,Male,19,183,293
68,0,Female,45,168,167
98,0,Female,47,175,256
100,0,Male,40,191,202
61,61,Female,50,164,64
82,0,Male,39,180,241
60,0,Male,37,173,227
63,0,Male,39,172,167
30,30,Female,28,157,66
36,0,Female,38,178,141
79,79,Male,39,176,176
27,0,Female,46,179,118
70,70,Male,52,176,73
70,70,Male,48,171,73
28,0,Female,28,165,89
33,33,Male,44,193,228
69,0,Female,27,170,175
47,0,Male,41,200,23
54,0,Female,19,168,317
2,2,Male,25,169,299
54,54,Female,22,154,260
72,0,Female,8,166,179
48,0,Female,23,159,334
10,10,Male,30,188,122
91,91,Male,41,171,136
92,92,Male,37,188,38
16,16,Male,36,174,142
44,44,Male,32,188,243
16,0,Male,52,191,211
22,22,Female,50,169,303
18,18,Female,37,170,171
21,0,Female,24,193,315
8,8,Female,18,186,16
53,0,Female,32,173,95
94,0,Male,45,187,163
13,13,Female,23,169,204
26,26,Female,29,155,86
99,0,Female,34,162,90
45,45,Female,36,196,285
47,47,Male,38,182,334
6,0,Female,67,178,17
9,0,Male,47,187,173
18,18,Female,30,161,116
37,37,Male,28,187,231
89,0,Male,27,164,167
51,0,Male,31,181,69
97,0,Female,29,150,179
57,0,Female,23,163,117
88,88,Male,58,183,186
53,0,Male,22,175,15
22,22,Female,28,160,304
31,0,Female,31,173,167
59,0,Male,31,194,103
78,0,Female,48,157,288
96,0,Female,43,162,145
67,0,Female,25,157,163
52,0,Female,35,161,61
32,0,Female,47,166,226
3,0,Male,39,183,130
23,0,Male,37,186,241
23,23,Male,28,176,240
81,3,Female,30,181,279
83,0,Male,24,179,48
67,67,Female,21,163,160
74,0,Male,41,174,261
13,13,Female,23,166,202
96,0,Female,38,171,185
53,53,Female,30,163,16
23,0,Male,39,178,319
89,0,Female,41,182,230
31,0,Female,31,165,307
98,0,Female,45,177,65
94,0,Male,53,189,267
41,0,Male,28,177,163
6,0,Male,54,187,15
90,0,Female,26,179,99
13,0,Female,33,174,204
66,0,Male,50,178,98
83,0,Male,27,174,3
22,22,Female,38,165,224
83,0,Male,30,176,2
82,0,Male,34,169,311
16,0,Male,16,175,215
89,0,Female,24,183,165
37,37,Male,48,182,26
53,53,Female,36,169,16
82,82,Male,40,179,308
20,0,Female,32,168,112
91,91,Male,37,180,83
54,0,Female,18,150,319
45,0,Female,44,193,84
19,0,Female,46,173,309
100,0,Male,20,179,203
84,0,Male,40,182,99
6,0,Female,39,183,187
97,0,Female,39,171,331
6,6,Female,36,175,14
73,0,Male,39,166,231
83,0,Male,32,176,5
11,11,Male,31,165,317
62,0,Male,42,178,11
77,77,Male,61,188,149
58,58,Male,25,194,42
81,0,Male,28,197,251
15,0,Male,43,170,104
56,0,Female,32,173,209
30,30,Female,38,162,283
31,0,Male,36,164,168
29,0,Male,35,184,220
62,0,Female,45,182,297
20,0,Female,18,172,70
30,0,Female,40,165,65
50,0,Female,22,162,285
77,77,Male,64,187,128
36,0,Female,24,171,167
5,0,Male,28,181,215
49,0,Male,62,187,292
36,0,Female,32,177,13
94,0,Male,46,189,163
56,0,Male,70,169,207
21,21,Female,34,202,212
11,0,Male,21,169,190
80,0,Male,38,186,128
72,0,Female,32,157,284
24,24,Male,30,190,204
44,44,Male,30,186,57
37,37,Male,48,175,230
57,57,Female,28,161,120
82,0,Male,37,178,241
75,0,Female,20,156,269
70,70,Male,50,166,74
64,0,Male,26,183,4
5,5,Male,28,172,124
86,0,Male,28,195,234
49,0,Male,41,186,294
16,0,Male,53,194,270
31,0,Male,31,160,307
22,0,Female,53,159,115
28,0,Female,29,160,91
28,0,Female,32,154,333
99,0,Female,49,145,91
44,0,Male,29,182,155
49,0,Male,46,180,122
14,0,Male,62,186,329
31,0,Female,37,169,167
19,0,Male,64,174,331
43,0,Male,30,172,211
8,8,Female,24,174,155
77,0,Male,70,192,128
63,0,Male,45,186,206
54,54,Female,26,161,206
67,0,Female,26,157,51
30,30,Male,41,164,281
20,0,Female,40,165,110
27,0,Male,55,183,306
2,0,Male,28,183,298
6,0,Female,35,184,188
19,19,Male,54,172,249
16,0,Male,23,185,267
69,0,Female,26,177,112
47,0,Male,29,177,332
17,0,Female,25,151,94
57,57,Female,21,164,181
75,0,Female,26,158,299
49,0,Male,33,191,152
63,0,Male,31,184,168
45,45,Female,30,198,83
5,5,Male,27,185,213
60,60,Male,38,184,227
59,0,Male,35,190,104
29,0,Female,41,178,102
70,70,Male,49,172,72
77,77,Male,64,176,63
4,0,Male,36,177,130
81,0,Female,43,184,196
73,73,Male,53,164,231
29,0,Female,61,192,162
65,65,Male,27,191,243
65,0,Male,44,182,109
10,10,Male,42,190,79
94,0,Male,31,179,202
47,0,Male,41,187,25
73,0,Male,54,173,198
20,0,Female,31,158,70
65,0,Male,36,178,204
46,46,Female,26,172,152
5,0,Male,42,191,213
10,10,Male,27,192,76
10,0,Male,23,188,79
48,0,Female,28,162,334
16,16,Male,39,183,271
42,0,Male,50,179,81
42,42,Male,56,167,81
71,0,Female,32,164,80
17,0,Female,24,174,229
81,0,Male,34,193,250
6,0,Female,31,178,188
73,0,Male,37,173,198
100,0,Male,11,195,52
70,70,Male,45,171,74
38,0,Female,31,186,39
42,42,Male,46,177,83
79,0,Male,37,182,295
44,44,Male,34,193,243
56,0,Female,40,178,207
79,0,Male,51,187,179
9,0,Male,43,182,324
37,0,Male,28,180,25
21,21,Female,22,194,211
48,0,Male,47,163,27
92,92,Male,34,174,77
83,0,Male,27,169,47
56,0,Female,35,169,335
82,0,Female,45,179,244
67,0,Female,35,159,81
53,0,Female,50,177,18
9,0,Male,49,187,98
66,0,Male,59,184,301
93,0,Male,59,202,145
59,0,Male,36,188,21
67,0,Male,10,154,160
98,0,Male,31,172,255
9,0,Male,53,195,322
51,0,Male,53,177,71
62,0,Male,50,180,301
81,81,Male,38,182,281
10,0,Male,31,181,78
21,21,Female,24,187,277
92,0,Male,40,183,38
91,0,Female,57,159,83
62,0,Male,44,194,314
34,0,Male,40,186,221
45,45,Female,25,188,321
42,42,Female,43,177,81
6,0,Female,51,181,242
94,0,Male,39,176,270
95,0,Male,45,169,132
95,95,Male,44,186,209
28,0,Female,33,158,20
79,79,Male,31,178,176
74,0,Male,42,171,56
7,0,Male,25,183,140
52,0,Female,32,166,139
3,3,Male,47,183,239
87,87,Female,48,171,210
78,0,Female,27,151,287
4,0,Male,33,182,124
51,0,Female,42,176,72
35,0,Male,10,185,270
18,18,Female,28,170,169
51,0,Male,31,191,125
92,0,Male,52,182,37
29,0,Male,45,178,219
79,0,Male,37,173,255
36,36,Female,32,176,12
13,0,Female,29,171,293
58,0,Male,24,189,262
96,96,Female,32,175,19
41,0,Female,49,183,165
26,0,Female,25,153,85
42,42,Male,50,169,213
75,0,Female,28,167,95
37,37,Male,34,182,62
93,0,Male,17,178,141
82,0,Male,36,193,307
77,77,Male,68,188,130
70,70,Male,33,165,3
85,85,Female,26,154,118
53,0,Male,20,174,95
100,0,Male,38,178,200
98,0,Female,29,177,255
22,22,Female,51,176,223
36,36,Female,36,168,138
94,0,Male,44,189,201
54,0,Female,29,160,258
96,0,Female,29,169,182
85,0,Female,16,150,159
3,3,Male,43,186,127
1,0,Female,25,170,71
85,85,Female,17,161,118
46,46,Female,22,165,154
78,0,Female,41,164,285
69,69,Female,31,166,175
8,0,Female,55,180,16
53,53,Female,32,186,94
41,41,Male,31,186,163
80,0,Male,48,189,130
2,0,Male,29,171,335
23,0,Male,37,179,319
27,0,Male,29,177,306
20,0,Female,34,169,110
9,9,Male,44,192,97
76,0,Male,43,182,38
14,0,Male,47,193,328
26,0,Female,21,153,86
32,0,Female,29,164,225
7,0,Male,35,184,141
64,64,Female,39,171,323
40,0,Female,34,176,284
72,0,Female,36,153,327
46,46,Female,28,174,307
25,0,Female,43,165,272
26,26,Female,22,158,302
19,0,Female,56,159,309
5,0,Female,42,186,74
83,0,Male,29,183,318
80,80,Male,41,180,128
30,30,Female,40,155,290
49,0,Male,51,189,123
100,0,Female,13,177,49
22,22,Female,59,162,223
43,0,Female,41,172,9
24,0,Male,32,192,251
38,0,Female,35,159,230
96,0,Female,34,166,184
66,0,Male,63,181,225
26,26,Female,20,151,303
82,0,Male,51,175,173
1,0,Female,33,158,88
32,0,Female,27,164,168
76,0,Male,52,182,30
73,0,Male,65,171,276
71,0,Female,38,170,79
12,0,Female,36,168,161
26,0,Female,47,155,303
95,0,Male,37,170,209
41,0,Female,0,181,166
33,33,Male,45,189,187
74,0,Female,59,177,262
5,0,Female,61,192,213
16,0,Male,41,177,215
34,0,Male,36,184,145
31,0,Female,34,156,307
79,0,Female,15,165,295
33,0,Male,40,183,17
2,2,Male,23,172,121
13,13,Female,29,171,200
98,0,Female,44,168,255
51,0,Male,45,192,125
81,0,Male,40,186,195
19,19,Female,48,151,249
34,0,Male,43,176,196
16,0,Male,27,192,212
35,0,Male,13,186,5
78,0,Female,28,153,17
75,0,Male,37,149,94
77,77,Male,69,179,150
100,0,Male,40,184,48
2,2,Male,26,184,120
21,21,Female,27,193,317
9,0,Male,59,193,320
70,0,Female,54,171,205
100,0,Male,33,187,52
9,0,Male,45,188,174
74,74,Male,34,189,57
77,77,Male,72,192,149
16,16,Male,34,178,268
8,8,Female,24,185,152
37,0,Male,27,177,231
98,0,Female,35,178,206
95,0,Male,30,184,67
70,0,Male,49,176,5
66,66,Male,63,178,224
26,0,Female,24,161,301
93,0,Male,52,186,145
81,0,Male,35,183,282
52,0,Female,27,162,140
37,0,Male,67,178,63
38,0,Female,36,167,37
48,46,Female,29,163,335
6,0,Female,53,177,242
55,0,Male,31,180,229
41,0,Male,48,182,245
66,0,Male,65,194,301
7,7,Male,44,183,61
3,0,Male,21,191,240
75,0,Male,41,164,269
22,0,Female,58,156,223
78,0,Female,16,149,18
75,0,Female,30,162,300
32,0,Female,44,169,227
90,0,Female,36,177,85
59,0,Male,38,190,283
31,0,Female,30,165,204
89,0,Male,32,182,17
11,11,Male,36,167,174
22,22,Male,32,165,224
15,0,Male,68,170,154
59,0,Male,60,188,22
73,0,Male,39,168,279
62,62,Male,37,180,9
77,0,Male,52,193,131
56,0,Female,33,166,207
26,26,Female,33,157,85
76,0,Male,58,184,37
34,0,Male,50,174,222
78,0,Male,28,167,15
89,0,Male,22,181,164
75,0,Male,43,154,298
33,0,Female,58,180,229
61,61,Female,48,153,268
100,0,Female,17,189,51
96,0,Female,40,170,145
94,0,Male,42,188,164
49,0,Male,44,182,123
81,0,Male,37,187,196
32,0,Female,43,170,268
53,0,Male,12,180,176
49,0,Male,36,188,122
20,0,Female,35,159,174
17,0,Female,29,165,229
18,0,Female,36,162,171
72,0,Female,25,159,180
35,0,Male,56,182,4
85,0,Female,17,152,119
15,15,Male,58,178,106
20,0,Male,42,164,72
50,0,Female,27,161,286
29,0,Male,29,182,104
80,0,Male,52,181,131
96,96,Female,36,168,146
41,0,Male,44,182,246
15,0,Male,56,168,49
76,0,Male,40,181,26
43,0,Female,40,162,30
51,0,Male,53,182,265
52,0,Female,37,160,139
63,0,Female,42,167,149
12,0,Female,29,172,107
62,0,Male,29,189,11
44,0,Male,33,169,155
49,49,Male,52,188,157
38,0,Female,37,184,36
19,19,Female,50,162,333
21,21,Female,27,184,276
26,0,Female,28,160,304
92,0,Male,48,189,41
2,2,Male,24,173,120
14,0,Male,42,181,330
15,15,Male,62,162,47
12,0,Female,40,164,109
73,0,Male,53,166,202
44,0,Male,28,178,244
89,89,Male,30,172,229
95,95,Male,37,185,65
82,0,Male,44,179,241
40,0,Female,28,184,279
48,48,Female,26,177,26
61,0,Female,41,155,268
75,0,Female,36,168,92
9,0,Male,47,197,172
14,0,Male,61,183,325
61,0,Female,42,156,269
35,0,Male,39,178,5
96,96,Female,42,170,146
77,0,Male,68,191,64
23,0,Male,50,180,319
86,0,Male,25,181,145
74,74,Male,56,178,261
64,0,Female,20,177,285
74,0,Male,62,187,56
69,69,Female,23,169,109
22,22,Female,53,159,303
64,0,Female,37,168,323
74,0,Male,59,181,265
89,0,Male,26,182,230
55,0,Female,58,186,230
54,54,Female,19,159,258
77,77,Male,66,182,149
57,57,Female,27,172,143
70,0,Male,50,178,74
11,11,Male,37,172,318
94,0,Male,44,180,268
5,5,Male,57,178,214
97,0,Female,40,153,179
55,0,Male,44,194,43
17,0,Male,26,159,9
74,0,Male,53,185,58
7,0,Male,47,184,62
54,0,Female,41,144,206
64,0,Female,25,168,323
32,0,Female,45,170,268
20,0,Female,24,175,110
32,32,Female,34,161,168
81,0,Male,40,192,249
47,47,Male,38,191,332
20,0,Female,36,162,176
55,0,Male,48,180,228
20,0,Female,36,157,175
12,0,Male,35,169,107
13,0,Female,28,171,205
10,0,Male,35,176,77
43,0,Female,33,171,9
72,72,Female,32,158,285
38,0,Female,30,171,228
43,0,Female,29,171,10
86,0,Male,24,180,196
34,0,Male,31,184,145
5,0,Female,38,175,213
97,0,Male,44,155,332
23,0,Male,31,189,241
92,0,Male,21,194,216
21,21,Female,33,191,316
16,16,Male,36,180,268
79,0,Male,40,173,176
55,4,Male,27,183,43
65,65,Male,47,189,110
28,28,Female,24,166,335
52,0,Female,28,172,140
42,42,Male,54,173,216
3,0,Male,39,184,126
65,0,Male,46,185,204
15,0,Male,50,179,104
93,93,Male,53,190,145
41,0,Female,50,180,246
21,21,Female,27,191,316
77,77,Male,72,185,147
83,0,Male,43,170,318
36,0,Female,25,161,12
72,0,Female,43,156,286
85,85,Female,13,158,117
87,87,Female,31,157,229
46,0,Male,37,167,305
54,0,Female,22,155,260
41,0,Female,51,178,245
50,0,Female,26,159,284
78,0,Female,22,153,16
48,0,Female,24,165,335
19,0,Female,37,168,309
72,0,Male,27,163,285
92,0,Male,40,178,76
79,0,Female,13,183,255
20,0,Female,42,158,110
10,10,Male,27,183,77
28,0,Female,9,152,89
80,0,Male,41,179,126
61,0,Female,42,161,67
38,0,Female,54,179,290
4,0,Male,36,195,126
46,46,Female,28,178,4
8,8,Female,28,179,116
98,0,Female,28,169,256
41,0,Male,28,194,166
5,5,Male,26,178,76
75,0,Female,32,167,270
77,77,Male,65,187,63
40,0,Female,33,170,278
80,0,Male,47,182,130
51,0,Male,49,172,126
14,0,Male,46,183,110
98,0,Female,53,166,203
40,0,Male,51,174,285
9,0,Male,48,186,98
28,0,Female,30,144,20
54,0,Female,29,162,317
82,82,Male,38,184,170
36,0,Female,26,168,164
16,0,Male,56,197,143
30,0,Female,45,152,67
53,53,Female,38,168,175
67,0,Female,32,162,161
56,0,Female,28,177,208
71,0,Female,21,161,82
30,0,Male,56,151,280
43,0,Female,32,163,9
71,0,Female,26,181,79
98,0,Male,49,171,257
13,0,Female,22,169,202
62,62,Male,29,188,313
85,0,Female,41,154,35
66,66,Male,56,179,302
14,0,Male,60,188,111
23,0,Male,40,175,240
21,21,Female,36,189,317
72,72,Female,39,155,285
70,0,Female,0,177,73
4,0,Female,67,194,128
99,0,Female,30,166,1
13,13,Female,22,172,207
38,0,Female,33,172,233
64,0,Female,16,170,3
15,0,Male,22,173,105
32,0,Female,45,167,168
33,0,Male,32,178,186
1,0,Male,34,166,88
60,60,Male,40,175,108
35,0,Male,34,185,5
77,77,Male,62,171,132
36,36,Female,27,173,139
79,0,Male,62,171,257
20,0,Female,13,158,73
58,0,Male,30,184,262
25,25,Female,33,168,128
46,46,Female,23,176,3
36,0,Male,19,150,140
11,11,Male,29,162,172
62,62,Male,42,179,9
22,22,Male,54,172,114
69,69,Female,29,166,223
3,3,Male,51,181,241
62,0,Female,27,173,10
32,0,Female,38,166,225
100,0,Male,50,183,201
43,0,Male,14,180,28
72,72,Female,42,153,180
90,0,Female,27,186,23
5,0,Female,28,177,122
63,0,Male,23,189,204
61,0,Female,36,157,266
48,48,Female,30,168,333
42,42,Male,38,183,80
29,0,Male,58,178,102
58,0,Male,32,192,264
50,50,Male,24,165,40
49,49,Male,49,180,120
26,26,Female,19,147,301
36,36,Female,24,164,164
36,36,Female,38,160,15
69,0,Female,38,171,110
40,0,Female,17,165,285
28,0,Female,34,158,334
56,0,Female,45,175,334
57,0,Female,33,168,182
28,0,Female,22,158,91
85,0,Female,27,159,34
72,0,Female,28,158,179
52,0,Female,39,168,196
57,0,Female,41,165,117
48,0,Female,30,153,28
79,0,Male,55,177,256
94,0,Male,53,186,203
31,0,Male,29,163,204
72,0,Female,32,153,288
65,65,Male,51,192,243
89,0,Female,27,168,231
5,0,Female,36,188,125
12,0,Female,47,173,108
40,0,Male,34,178,186
89,89,Male,29,181,15
53,53,Female,32,162,16
47,0,Male,43,202,334
45,45,Female,31,179,286
51,51,Male,39,186,126
85,0,Female,16,150,34
81,0,Male,36,175,249
13,13,Female,29,171,204
59,0,Male,38,184,104
19,19,Female,61,168,309
68,68,Female,40,161,300
3,0,Male,47,189,127
31,0,Female,32,157,308
7,0,Male,39,180,242
56,0,Female,40,176,209
43,0,Female,20,169,27
59,0,Male,31,185,22
38,0,Female,37,167,292
44,44,Male,33,189,57
92,0,Male,34,171,215
12,0,Male,47,165,44
56,0,Male,45,171,208
54,0,Female,31,160,317
95,0,Male,52,161,131
90,0,Female,31,175,24
56,0,Female,31,178,210
34,0,Male,36,178,222
64,0,Female,36,166,322
27,0,Male,41,169,308
88,88,Male,63,184,185
69,0,Male,27,167,111
78,78,Female,25,164,16
35,0,Male,38,169,5
93,0,Male,52,190,142
38,0,Female,38,180,37
42,42,Male,50,185,214
44,0,Male,52,192,247
1,0,Female,28,159,260
41,41,Male,30,177,245
74,0,Male,42,182,260
13,0,Female,31,171,207
99,99,Female,25,169,3
59,0,Male,50,180,23
69,0,Female,29,163,108
94,0,Male,53,183,268
94,0,Male,55,167,163
42,0,Male,57,174,324
63,0,Male,21,180,205
52,0,Female,31,155,198
77,77,Female,64,187,132
33,0,Male,51,179,224
6,0,Male,41,191,244
38,0,Female,31,179,290
6,0,Female,52,184,242
76,0,Male,38,183,39
81,0,Male,33,181,280
23,0,Male,36,177,303
94,0,Male,40,185,201
49,0,Male,69,184,121
59,0,Male,36,180,103
14,0,Male,53,185,113
79,0,Male,40,167,291
37,37,Male,30,189,25
94,0,Male,53,189,201
67,0,Female,34,167,163
29,0,Male,28,179,161
92,0,Female,35,187,216
17,0,Female,29,175,7
26,0,Female,22,160,301
95,95,Male,42,185,132
35,0,Male,39,187,270
62,0,Male,53,187,296
20,0,Female,41,162,71
71,0,Female,27,160,286
89,89,Male,31,175,165
6,0,Female,38,191,14
46,46,Female,27,174,4
52,0,Female,29,167,197
51,0,Male,47,172,126
14,0,Male,45,174,109
39,39,Female,24,150,145
33,0,Male,37,178,186
4,0,Male,37,200,126
81,0,Male,68,194,281
5,0,Male,47,183,74
56,0,Female,46,180,335
35,0,Male,33,173,7
12,0,Female,44,170,107
85,0,Female,34,140,159
57,0,Female,23,162,181
54,0,Male,26,159,259
38,0,Female,30,186,228
51,51,Male,42,180,69
37,0,Male,32,177,62
45,45,Female,33,187,286
26,0,Female,27,149,86
98,0,Female,44,184,256
78,0,Female,24,165,17
83,0,Male,42,176,47
100,0,Male,34,194,49
22,22,Female,56,160,116
78,0,Male,12,148,15
31,31,Female,32,148,307
23,0,Male,40,184,304
97,0,Male,31,156,314
86,0,Female,21,194,233
94,0,Male,48,184,203
68,0,Male,61,183,167
82,0,Female,32,190,243
28,0,Female,25,167,335
25,25,Female,37,179,230
98,0,Female,33,172,206
90,0,Female,28,175,86
48,48,Female,22,161,27
56,0,Female,34,173,206
4,0,Male,31,189,127
23,0,Male,44,179,241
92,92,Male,32,181,216
43,0,Female,63,175,10
91,0,Male,31,184,137
6,0,Male,42,188,188
58,0,Male,28,180,42
10,0,Male,40,181,77
79,0,Female,0,176,291
47,47,Male,40,175,332
23,0,Female,31,182,317
8,8,Female,23,176,14
32,32,Female,36,150,169
27,0,Male,57,178,119
39,0,Female,20,156,112
82,0,Male,62,179,170
14,0,Male,68,186,112
17,17,Female,25,165,94
1,0,Female,21,162,89
20,0,Female,33,166,111
15,15,Male,62,174,108
24,24,Male,35,184,204
46,46,Female,22,179,154
91,0,Male,34,179,83
21,21,Female,26,190,213
64,0,Female,38,166,290
40,0,Female,32,171,279
17,0,Female,33,170,94
20,0,Female,24,176,115
90,90,Female,24,168,100
21,21,Female,24,186,211
83,0,Male,28,188,2
32,0,Female,24,159,168
74,74,Male,46,178,260
75,0,Female,34,161,298
28,28,Female,21,166,20
68,0,Female,43,163,169
42,42,Female,46,180,213
95,0,Male,26,187,69
27,0,Male,57,182,121
19,19,Female,49,161,330
91,0,Male,33,174,136
46,46,Female,22,170,305
13,0,Female,31,172,202
49,0,Male,68,174,122
46,46,Female,24,186,156
49,0,Male,46,179,293
20,0,Female,42,165,110
50,0,Female,32,152,186
82,82,Male,47,179,172
79,0,Male,47,179,176
7,0,Male,45,181,242
53,0,Female,36,174,176
60,60,Male,40,173,226
20,0,Female,35,169,112
55,0,Male,44,183,227
94,0,Male,30,188,163
11,11,Male,32,164,189
46,46,Female,30,171,304
32,32,Female,34,150,168
66,66,Male,63,184,301
29,0,Male,34,190,220
27,27,Male,56,167,121
81,0,Female,38,174,252
15,0,Male,21,164,49
35,0,Male,47,177,269
44,44,Male,35,187,154
86,0,Female,27,190,145
99,99,Female,34,166,5
1,0,Female,38,163,260
98,0,Male,28,170,66
33,0,Male,42,185,189
81,81,Male,29,185,196
27,0,Female,54,183,310
13,0,Female,30,170,205
3,3,Male,46,187,240
8,8,Female,23,175,118
10,10,Male,30,176,76
35,0,Male,34,175,76
24,0,Male,29,192,97
66,66,Male,56,176,301
51,51,Male,39,191,266
7,7,Male,49,170,144
6,0,Male,29,188,14
70,0,Male,36,173,75
100,0,Male,32,176,48
20,0,Female,43,167,70
67,0,Female,33,148,162
25,25,Female,37,176,271
82,0,Male,35,186,243
8,0,Male,50,180,116
21,0,Female,41,195,212
73,0,Male,54,170,198
45,45,Female,31,202,85
33,0,Male,45,172,187
8,0,Female,25,179,114
86,0,Male,32,184,145
29,0,Male,27,176,104
17,0,Male,23,151,9
49,0,Male,45,173,294
55,0,Male,40,187,125
69,0,Female,44,157,225
59,0,Male,34,177,288
79,0,Male,37,174,294
5,0,Male,37,188,123
34,0,Male,30,179,145
21,21,Female,30,190,279
7,0,Male,38,185,245
10,0,Male,20,194,121
8,8,Female,20,185,154
75,75,Female,22,157,96
35,0,Male,38,182,270
54,54,Female,21,160,318
68,68,Female,36,168,167
39,0,Male,32,164,165
45,45,Female,45,190,83
96,0,Female,36,154,21
13,13,Male,22,162,201
50,0,Female,37,162,186
4,4,Male,32,195,127
10,10,Male,28,192,122
55,0,Male,44,197,44
69,0,Female,29,174,177
51,0,Male,34,181,126
89,0,Male,27,186,229
82,0,Male,35,175,242
47,47,Male,40,180,331
69,0,Female,25,170,111
19,0,Female,45,163,248
51,51,Male,39,191,263
59,59,Male,55,171,23
17,0,Female,25,174,94
67,0,Female,29,162,79
65,65,Male,40,187,112
4,4,Male,33,180,127
25,0,Female,29,179,268
60,0,Female,24,184,228
33,0,Male,9,192,14
41,0,Male,43,183,166
63,0,Male,39,185,204
91,0,Male,38,168,83
47,0,Male,54,178,87
35,0,Male,42,184,4
37,0,Male,35,163,62
9,0,Male,38,192,172
41,41,Male,48,190,321
31,31,Female,29,164,309
82,82,Male,46,186,310
4,0,Male,37,173,273
50,50,Female,21,161,188
46,0,Female,35,175,3
49,0,Female,43,193,294
12,0,Female,38,186,44
50,0,Female,35,167,187
16,16,Male,39,192,142
86,0,Male,23,196,145
85,0,Female,33,151,36
71,0,Female,28,163,81
27,0,Male,55,185,308
60,0,Male,39,194,227
8,0,Female,34,169,152
32,0,Male,42,164,226
90,0,Male,34,172,99
37,37,Male,44,172,64
39,0,Female,24,158,145
62,0,Female,50,192,297
21,21,Female,27,170,315
14,0,Male,49,183,304
31,0,Female,44,163,309
8,0,Female,28,172,19
52,0,Female,27,156,141
69,69,Female,28,163,222
29,0,Male,47,182,162
24,0,Male,35,195,202
40,0,Female,27,168,285
27,0,Female,50,175,309
27,0,Male,39,182,307
73,73,Male,63,175,229
16,0,Male,30,188,267
69,0,Female,32,167,111
67,0,Male,30,165,51
43,0,Female,22,170,29
46,46,Female,30,165,153
70,0,Male,46,176,74
91,91,Male,33,170,268
97,0,Female,37,164,332
90,0,Male,37,182,25
67,0,Female,25,162,163
46,46,Female,26,167,3
54,0,Female,33,154,260
40,40,Female,24,179,282
24,0,Male,35,192,204
77,0,Male,45,184,67
60,0,Male,48,192,226
35,0,Female,31,174,268
31,0,Female,24,166,167
70,0,Male,42,197,209
83,83,Male,32,177,48
11,11,Male,36,165,318
49,0,Male,59,189,154
69,0,Female,29,171,224
61,61,Female,48,178,264
57,0,Female,28,168,182
5,0,Female,35,176,213
59,0,Female,58,189,102
44,0,Male,49,190,247
23,0,Male,24,177,305
9,9,Male,48,190,99
6,0,Male,35,189,18
76,0,Male,27,186,26
31,0,Female,42,161,309
100,0,Female,54,190,51
34,0,Male,37,172,145
36,0,Female,25,172,138
36,0,Female,29,163,166
2,0,Female,34,154,335
31,0,Female,33,162,169
29,0,Male,38,189,159
45,45,Female,51,195,286
23,0,Male,42,173,241
21,21,Female,28,189,211
26,0,Female,20,166,84
77,0,Male,69,181,64
27,0,Female,53,180,307
34,0,Male,34,181,196
54,0,Female,42,164,319
70,0,Male,54,172,208
32,0,Male,51,165,168
39,39,Female,29,172,145
45,45,Female,24,197,284
61,0,Male,43,170,266
17,0,Male,25,165,229
46,46,Female,30,171,307
78,0,Female,44,162,288
89,89,Male,22,175,17
35,0,Male,12,178,4
75,0,Female,28,153,299
47,47,Male,45,191,333
39,0,Female,27,156,114
17,0,Female,25,178,95
59,0,Female,36,190,285
75,0,Female,16,158,269
10,10,Male,39,194,122
2,2,Male,26,184,120
8,0,Male,52,171,17
51,51,Male,45,174,127
24,0,Male,41,181,252
33,0,Male,54,189,226
69,0,Female,36,165,108
6,0,Female,38,181,15
34,0,Male,56,190,221
56,0,Female,29,172,334
42,0,Male,52,174,80
90,0,Female,25,164,98
100,0,Male,23,190,49
3,0,Male,40,183,126
60,0,Female,33,193,227
31,0,Female,33,155,203
35,0,Male,37,163,75
77,77,Male,66,179,149
98,0,Female,39,173,203
6,0,Female,61,186,14
99,0,Male,41,174,4
88,88,Male,54,180,135
11,0,Male,31,165,170
46,46,Female,32,162,305
31,31,Female,36,161,204
19,0,Female,44,169,311
24,24,Male,36,198,94
26,0,Female,22,161,303
98,0,Female,7,170,255
68,68,Female,47,173,299
84,0,Male,40,184,103
74,74,Male,46,174,261
70,0,Male,21,163,75
35,0,Male,37,182,4
47,47,Male,36,181,23
46,0,Male,42,162,153
29,0,Male,42,179,221
3,3,Male,38,185,239
2,0,Male,23,174,335
48,48,Female,25,165,333
11,11,Male,30,162,317
9,9,Male,39,178,173
24,0,Male,34,195,94
8,0,Female,28,171,116
52,0,Female,31,172,140
100,0,Male,35,193,54
41,0,Male,28,195,246
9,0,Male,59,184,173
37,0,Male,44,172,24
72,0,Female,34,156,328
41,41,Male,53,171,245
70,0,Male,23,164,206
89,0,Female,46,189,231
33,0,Male,53,182,13
51,0,Male,61,191,264
85,0,Female,25,155,117
68,0,Male,60,180,302
63,0,Female,30,179,204
