N,id,image,height,time,R
1170,70,70_11.jpg,"[172.7, 0.08]","['12:20:57', '2']",0
1171,77,77_12.jpg,"[176.9, 0.08]","['07:33:29', '2']",0
1172,4,4_12.jpg,"[177.2, 0.08]","['17:12:29', '3']",0
1173,81,81_13.jpg,"[184.9, 0.08]","['02:15:11', '5']",0
1174,73,73_11.jpg,"[164.3, 0.08]","['19:46:12', '5']",0
1175,29,29_8.jpg,"[192.5, 0.08]","['09:09:41', '4']",0
1176,65,65_14.jpg,"[191.4, 0.08]","['01:38:44', '6']",0
1177,65,65_15.jpg,"[182.1, 0.08]","['06:39:29', '3']",0
1178,10,10_11.jpg,"[190.8, 0.08]","['15:38:50', '2']",0
1179,94,94_13.jpg,"[179.0, 0.08]","['05:16:15', '5']",0
1180,47,47_14.jpg,"[187.9, 0.08]","['12:43:08', '1']",0
1181,73,73_12.jpg,"[173.6, 0.08]","['03:12:38', '5']",0
1182,20,20_12.jpg,"[158.2, 0.08]","['11:17:29', '2']",0
1183,65,65_16.jpg,"[178.0, 0.08]","['06:16:28', '5']",0
1184,46,46_16.jpg,"[172.2, 0.08]","['04:16:03', '4']",0
1185,5,5_18.jpg,"[191.3, 0.08]","['10:52:26', '5']",0
1186,10,10_12.jpg,"[192.7, 0.08]","['14:26:44', '2']",0
1187,10,10_13.jpg,"[188.7, 0.08]","['15:41:01', '2']",0
1188,48,48_15.jpg,"[162.9, 0.08]","['23:01:54', '7']",0
1189,16,16_14.jpg,"[183.7, 0.08]","['15:46:44', '6']",0
1190,42,42_13.jpg,"[179.0, 0.08]","['16:56:01', '2']",0
1191,42,42_14.jpg,"[167.6, 0.08]","['16:30:29', '2']",0
1192,71,71_9.jpg,"[164.8, 0.08]","['16:27:06', '2']",0
1193,17,17_15.jpg,"[174.6, 0.08]","['18:44:10', '5']",0
1194,81,81_14.jpg,"[193.4, 0.08]","['05:11:11', '6']",0
1195,6,6_18.jpg,"[178.9, 0.08]","['22:27:58', '4']",0
1196,73,73_13.jpg,"[173.0, 0.08]","['03:16:20', '5']",0
1197,100,100_5.jpg,"[195.0, 0.08]","['02:14:35', '2']",0
1198,70,70_12.jpg,"[171.7, 0.08]","['13:00:15', '2']",0
1199,38,38_15.jpg,"[186.8, 0.08]","['19:32:49', '1']",0
1200,42,42_15.jpg,"[177.4, 0.08]","['17:32:03', '2']",0
1201,79,79_13.jpg,"[182.6, 0.08]","['03:35:48', '7']",0
1202,44,44_17.jpg,"[193.5, 0.08]","['01:52:07', '6']",0
1203,56,56_11.jpg,"[178.0, 0.08]","['07:41:37', '5']",0
1204,79,79_14.jpg,"[187.4, 0.08]","['17:55:23', '4']",0
1205,9,9_13.jpg,"[182.7, 0.08]","['18:15:09', '7']",0
1206,37,37_13.jpg,"[180.2, 0.08]","['12:44:55', '1']",0
1207,21,21_19.jpg,"[194.4, 0.08]","['09:32:15', '5']",0
1208,48,48_16.jpg,"[163.9, 0.08]","['13:47:58', '1']",0
1209,92,92_11.jpg,"[174.5, 0.08]","['14:42:21', '2']",0
1210,83,83_14.jpg,"[169.7, 0.08]","['23:42:48', '1']",0
1211,56,56_12.jpg,"[169.2, 0.08]","['23:32:22', '7']",0
1212,82,82_17.jpg,"[179.2, 0.08]","['02:04:28', '6']",0
1213,67,67_14.jpg,"[159.6, 0.08]","['16:35:26', '2']",0
1214,53,53_17.jpg,"[177.0, 0.08]","['09:25:53', '1']",0
1215,9,9_14.jpg,"[187.0, 0.08]","['01:25:24', '3']",0
1216,66,66_7.jpg,"[184.9, 0.08]","['06:51:26', '7']",0
1217,93,93_7.jpg,"[202.2, 0.08]","['00:41:40', '4']",0
1218,59,59_14.jpg,"[188.2, 0.08]","['10:36:50', '1']",0
1219,67,67_15.jpg,"[154.2, 0.08]","['08:10:45', '4']",0
1220,98,98_9.jpg,"[172.3, 0.08]","['07:42:35', '6']",0
1221,9,9_15.jpg,"[195.7, 0.08]","['17:20:44', '7']",0
1222,51,51_13.jpg,"[177.8, 0.08]","['11:55:34', '2']",0
1223,62,62_14.jpg,"[180.4, 0.08]","['06:32:58', '7']",0
1224,81,81_15.jpg,"[182.8, 0.08]","['20:32:08', '6']",0
1225,10,10_14.jpg,"[181.1, 0.08]","['15:15:31', '2']",0
1226,21,21_20.jpg,"[187.1, 0.08]","['18:35:16', '6']",0
1227,92,92_12.jpg,"[183.0, 0.08]","['19:10:04', '1']",0
1228,91,91_15.jpg,"[159.5, 0.08]","['17:35:20', '2']",0
1229,62,62_15.jpg,"[194.0, 0.08]","['13:06:47', '7']",0
1230,34,34_16.jpg,"[186.9, 0.08]","['14:34:12', '5']",0
1231,45,45_16.jpg,"[188.4, 0.08]","['16:30:40', '7']",0
1232,42,42_16.jpg,"[177.6, 0.08]","['16:54:39', '2']",0
1233,6,6_19.jpg,"[181.7, 0.08]","['01:09:40', '6']",0
1234,94,94_14.jpg,"[176.0, 0.08]","['15:03:21', '6']",0
1235,95,95_11.jpg,"[169.6, 0.08]","['18:10:16', '3']",0
1236,95,95_12.jpg,"[186.8, 0.08]","['08:49:58', '5']",0
1237,28,28_17.jpg,"[158.7, 0.08]","['10:16:52', '1']",0
1238,79,79_15.jpg,"[178.3, 0.08]","['16:18:47', '4']",0
1239,74,74_12.jpg,"[171.4, 0.08]","['04:17:41', '2']",0
1240,7,7_8.jpg,"[183.8, 0.08]","['22:24:31', '3']",0
1241,52,52_10.jpg,"[166.2, 0.08]","['21:55:53', '3']",0
1242,3,3_11.jpg,"[183.5, 0.08]","['23:35:49', '5']",0
1243,87,87_5.jpg,"[171.1, 0.08]","['09:27:30', '5']",0
1244,78,78_18.jpg,"[151.6, 0.08]","['23:54:41', '6']",0
1245,4,4_13.jpg,"[182.3, 0.08]","['14:12:02', '3']",0
1246,51,51_14.jpg,"[176.3, 0.08]","['12:10:56', '2']",0
1247,35,35_13.jpg,"[185.4, 0.08]","['15:12:00', '6']",0
1248,18,18_15.jpg,"[170.1, 0.08]","['12:46:49', '4']",0
1249,51,51_15.jpg,"[191.7, 0.08]","['14:42:10', '3']",0
1250,92,92_13.jpg,"[182.2, 0.08]","['18:52:49', '1']",0
1251,29,29_9.jpg,"[178.1, 0.08]","['13:57:39', '5']",0
1252,79,79_16.jpg,"[173.2, 0.08]","['07:41:57', '6']",0
1253,36,36_23.jpg,"[176.3, 0.08]","['06:06:16', '1']",0
1254,13,13_18.jpg,"[171.6, 0.08]","['02:34:49', '7']",0
1255,58,58_16.jpg,"[189.5, 0.08]","['11:01:15', '6']",0
1256,96,96_12.jpg,"[175.2, 0.08]","['09:56:24', '1']",0
1257,41,41_19.jpg,"[183.1, 0.08]","['10:57:09', '4']",0
1258,26,26_16.jpg,"[153.7, 0.08]","['18:50:51', '2']",0
1259,42,42_17.jpg,"[169.7, 0.08]","['10:43:05', '5']",0
1260,75,75_15.jpg,"[167.3, 0.08]","['23:46:13', '2']",0
1261,37,37_14.jpg,"[182.4, 0.08]","['07:23:42', '2']",0
1262,93,93_8.jpg,"[178.7, 0.08]","['22:45:46', '3']",0
1263,82,82_18.jpg,"[193.0, 0.08]","['09:57:28', '7']",0
1264,77,77_13.jpg,"[188.9, 0.08]","['17:19:48', '3']",0
1265,70,70_13.jpg,"[165.0, 0.08]","['01:35:39', '1']",0
1266,85,85_10.jpg,"[154.2, 0.08]","['11:28:21', '3']",0
1267,53,53_18.jpg,"[174.7, 0.08]","['23:34:06', '2']",0
1268,100,100_6.jpg,"[178.5, 0.08]","['04:23:19', '5']",0
1269,98,98_10.jpg,"[177.6, 0.08]","['07:42:48', '6']",0
1270,22,22_16.jpg,"[176.1, 0.08]","['15:43:58', '5']",0
1271,36,36_24.jpg,"[168.6, 0.08]","['21:04:51', '3']",0
1272,94,94_15.jpg,"[189.3, 0.08]","['04:35:14', '5']",0
1273,54,54_12.jpg,"[160.9, 0.08]","['09:29:33', '6']",0
1274,96,96_13.jpg,"[169.3, 0.08]","['19:24:18', '4']",0
1275,85,85_11.jpg,"[150.4, 0.08]","['07:35:53', '4']",0
1276,3,3_12.jpg,"[186.3, 0.08]","['15:30:25', '3']",0
1277,1,1_16.jpg,"[170.2, 0.08]","['11:32:06', '2']",0
1278,85,85_12.jpg,"[161.7, 0.08]","['11:07:46', '3']",0
1279,46,46_17.jpg,"[165.6, 0.08]","['05:15:45', '4']",0
1280,78,78_19.jpg,"[164.2, 0.08]","['22:59:13', '6']",0
1281,69,69_11.jpg,"[166.5, 0.08]","['15:37:29', '4']",0
1282,8,8_15.jpg,"[180.1, 0.08]","['08:20:07', '1']",0
1283,53,53_19.jpg,"[186.5, 0.08]","['23:23:21', '2']",0
1284,41,41_20.jpg,"[186.5, 0.08]","['09:55:56', '4']",0
1285,80,80_11.jpg,"[189.2, 0.08]","['17:22:01', '3']",0
1286,2,2_14.jpg,"[171.1, 0.08]","['23:59:27', '7']",0
1287,23,23_20.jpg,"[179.1, 0.08]","['15:36:25', '7']",0
1288,27,27_10.jpg,"[177.8, 0.08]","['09:01:58', '7']",0
1289,20,20_13.jpg,"[169.4, 0.08]","['07:25:37', '3']",0
1290,9,9_16.jpg,"[192.3, 0.08]","['00:50:30', '3']",0
1291,76,76_11.jpg,"[182.3, 0.08]","['19:14:37', '1']",0
1292,14,14_11.jpg,"[193.6, 0.08]","['20:24:36', '7']",0
1293,26,26_17.jpg,"[153.2, 0.08]","['19:08:53', '2']",0
1294,32,32_10.jpg,"[164.9, 0.08]","['16:50:19', '5']",0
1295,7,7_9.jpg,"[184.5, 0.08]","['22:44:06', '3']",0
1296,64,64_14.jpg,"[171.1, 0.08]","['17:48:15', '7']",0
1297,40,40_13.jpg,"[176.4, 0.08]","['22:10:25', '6']",0
1298,72,72_10.jpg,"[153.4, 0.08]","['19:40:37', '7']",0
1299,46,46_18.jpg,"[174.7, 0.08]","['09:43:31', '7']",0
1300,25,25_15.jpg,"[165.2, 0.08]","['16:00:12', '6']",0
1301,26,26_18.jpg,"[158.9, 0.08]","['07:11:43', '7']",0
1302,19,19_15.jpg,"[159.4, 0.08]","['10:51:16', '7']",0
1303,5,5_19.jpg,"[186.1, 0.08]","['13:07:21', '2']",0
1304,83,83_15.jpg,"[183.2, 0.08]","['15:17:22', '7']",0
1305,80,80_12.jpg,"[180.8, 0.08]","['16:06:28', '3']",0
1306,30,30_19.jpg,"[155.9, 0.08]","['01:03:25', '7']",0
1307,49,49_12.jpg,"[189.4, 0.08]","['13:47:56', '3']",0
1308,100,100_7.jpg,"[177.5, 0.08]","['00:35:44', '2']",0
1309,22,22_17.jpg,"[162.0, 0.08]","['15:46:42', '5']",0
1310,43,43_8.jpg,"[172.0, 0.08]","['04:49:41', '1']",0
1311,24,24_14.jpg,"[192.2, 0.08]","['05:34:13', '6']",0
1312,38,38_16.jpg,"[159.8, 0.08]","['19:05:10', '5']",0
1313,96,96_14.jpg,"[166.7, 0.08]","['20:05:51', '4']",0
1314,66,66_8.jpg,"[181.6, 0.08]","['16:30:15', '5']",0
1315,26,26_19.jpg,"[151.3, 0.08]","['07:47:27', '7']",0
1316,82,82_19.jpg,"[175.8, 0.08]","['14:53:39', '4']",0
1317,1,1_17.jpg,"[158.3, 0.08]","['20:09:04', '2']",0
1318,32,32_11.jpg,"[164.1, 0.08]","['12:28:51', '4']",0
1319,76,76_12.jpg,"[182.3, 0.08]","['15:24:49', '1']",0
1320,73,73_14.jpg,"[171.5, 0.08]","['18:22:36', '6']",0
1321,71,71_10.jpg,"[170.8, 0.08]","['15:33:11', '2']",0
1322,12,12_8.jpg,"[168.7, 0.08]","['08:41:23', '4']",0
1323,26,26_20.jpg,"[155.9, 0.08]","['07:54:28', '7']",0
1324,95,95_13.jpg,"[170.0, 0.08]","['08:41:29', '5']",0
1325,41,41_21.jpg,"[181.7, 0.08]","['11:15:05', '4']",0
1326,33,33_10.jpg,"[189.9, 0.08]","['21:58:59', '4']",0
1327,74,74_13.jpg,"[177.0, 0.08]","['11:03:49', '6']",0
1328,5,5_20.jpg,"[192.1, 0.08]","['10:42:05', '5']",0
1329,16,16_15.jpg,"[177.8, 0.08]","['11:56:59', '5']",0
1330,34,34_17.jpg,"[184.1, 0.08]","['00:59:46', '4']",0
1331,31,31_16.jpg,"[156.7, 0.08]","['09:40:09', '7']",0
1332,79,79_17.jpg,"[165.2, 0.08]","['03:36:42', '7']",0
1333,33,33_11.jpg,"[183.5, 0.08]","['08:48:37', '1']",0
1334,2,2_15.jpg,"[172.9, 0.08]","['12:43:11', '3']",0
1335,13,13_19.jpg,"[171.9, 0.08]","['04:26:23', '5']",0
1336,98,98_11.jpg,"[168.8, 0.08]","['07:53:49', '6']",0
1337,51,51_16.jpg,"[192.9, 0.08]","['14:54:36', '3']",0
1338,81,81_16.jpg,"[186.9, 0.08]","['01:49:59', '5']",0
1339,19,19_16.jpg,"[151.3, 0.08]","['04:59:18', '6']",0
1340,34,34_18.jpg,"[176.5, 0.08]","['02:14:34', '5']",0
1341,16,16_16.jpg,"[192.4, 0.08]","['10:27:25', '5']",0
1342,35,35_14.jpg,"[186.6, 0.08]","['02:53:45', '1']",0
1343,78,78_20.jpg,"[153.5, 0.08]","['08:40:11', '1']",0
1344,75,75_16.jpg,"[149.2, 0.08]","['23:18:18', '2']",0
1345,77,77_14.jpg,"[179.2, 0.08]","['03:03:53', '4']",0
1346,100,100_8.jpg,"[184.0, 0.08]","['00:17:31', '2']",0
1347,2,2_16.jpg,"[184.7, 0.08]","['12:19:30', '3']",0
1348,21,21_21.jpg,"[193.7, 0.08]","['14:53:03', '7']",0
1349,9,9_17.jpg,"[193.3, 0.08]","['16:27:56', '7']",0
1350,70,70_14.jpg,"[171.9, 0.08]","['06:57:35', '5']",0
1351,100,100_9.jpg,"[187.3, 0.08]","['02:12:48', '2']",0
1352,9,9_18.jpg,"[188.7, 0.08]","['15:19:11', '4']",0
1353,74,74_14.jpg,"[189.5, 0.08]","['04:44:00', '2']",0
1354,77,77_15.jpg,"[192.9, 0.08]","['02:37:43', '4']",0
1355,16,16_17.jpg,"[178.7, 0.08]","['14:18:31', '6']",0
1356,8,8_16.jpg,"[185.2, 0.08]","['04:05:28', '4']",0
1357,37,37_15.jpg,"[177.3, 0.08]","['19:39:58', '5']",0
1358,98,98_12.jpg,"[178.2, 0.08]","['07:03:44', '5']",0
1359,95,95_14.jpg,"[184.8, 0.08]","['09:44:32', '2']",0
1360,70,70_15.jpg,"[176.2, 0.08]","['02:35:38', '1']",0
1361,66,66_9.jpg,"[178.6, 0.08]","['16:25:18', '5']",0
1362,26,26_21.jpg,"[161.1, 0.08]","['06:44:03', '7']",0
1363,93,93_9.jpg,"[186.9, 0.08]","['00:32:13', '4']",0
1364,81,81_17.jpg,"[183.0, 0.08]","['21:22:04', '6']",0
1365,52,52_11.jpg,"[162.2, 0.08]","['22:18:17', '3']",0
1366,37,37_16.jpg,"[178.5, 0.08]","['07:44:44', '2']",0
1367,38,38_17.jpg,"[167.7, 0.08]","['18:52:10', '1']",0
1368,48,48_17.jpg,"[163.4, 0.08]","['23:36:00', '7']",0
1369,6,6_20.jpg,"[177.9, 0.08]","['01:25:28', '6']",0
1370,55,55_10.jpg,"[180.9, 0.08]","['18:57:54', '5']",0
1371,41,41_22.jpg,"[182.8, 0.08]","['02:46:06', '6']",0
1372,66,66_10.jpg,"[194.6, 0.08]","['06:58:23', '7']",0
1373,7,7_10.jpg,"[183.8, 0.08]","['06:35:26', '2']",0
1374,3,3_13.jpg,"[191.3, 0.08]","['00:20:45', '6']",0
1375,75,75_17.jpg,"[164.6, 0.08]","['14:33:49', '6']",0
1376,22,22_18.jpg,"[156.5, 0.08]","['15:46:19', '5']",0
1377,78,78_21.jpg,"[149.1, 0.08]","['09:03:35', '1']",0
1378,75,75_18.jpg,"[162.7, 0.08]","['06:07:08', '7']",0
1379,32,32_12.jpg,"[169.6, 0.08]","['17:34:21', '5']",0
1380,90,90_8.jpg,"[177.2, 0.08]","['18:57:52', '2']",0
1381,59,59_15.jpg,"[190.0, 0.08]","['21:34:52', '6']",0
1382,31,31_17.jpg,"[165.4, 0.08]","['06:12:39', '5']",0
1383,89,89_13.jpg,"[182.7, 0.08]","['08:42:36', '1']",0
1384,11,11_8.jpg,"[167.9, 0.08]","['15:20:00', '4']",0
1385,22,22_19.jpg,"[165.7, 0.08]","['16:22:47', '5']",0
1386,15,15_6.jpg,"[170.4, 0.08]","['05:08:13', '4']",0
1387,59,59_16.jpg,"[188.3, 0.08]","['11:23:12', '1']",0
1388,73,73_15.jpg,"[168.6, 0.08]","['19:50:17', '6']",0
1389,62,62_16.jpg,"[180.6, 0.08]","['04:33:02', '1']",0
1390,77,77_16.jpg,"[193.0, 0.08]","['17:38:38', '3']",0
1391,56,56_13.jpg,"[166.6, 0.08]","['07:51:32', '5']",0
1392,26,26_22.jpg,"[157.5, 0.08]","['18:43:45', '2']",0
1393,76,76_13.jpg,"[184.0, 0.08]","['18:32:50', '1']",0
1394,34,34_19.jpg,"[174.9, 0.08]","['15:17:38', '5']",0
1395,78,78_22.jpg,"[167.2, 0.08]","['07:43:31', '1']",0
1396,89,89_14.jpg,"[181.6, 0.08]","['10:27:07', '4']",0
1397,75,75_19.jpg,"[154.8, 0.08]","['05:22:05', '7']",0
1398,33,33_12.jpg,"[180.9, 0.08]","['18:51:58', '5']",0
1399,61,61_7.jpg,"[153.7, 0.08]","['14:14:54', '6']",0
1400,100,100_10.jpg,"[189.8, 0.08]","['01:48:50', '2']",0
1401,96,96_15.jpg,"[170.0, 0.08]","['00:58:33', '4']",0
1402,94,94_16.jpg,"[188.3, 0.08]","['10:29:25', '4']",0
1403,49,49_13.jpg,"[182.0, 0.08]","['13:47:30', '3']",0
1404,81,81_18.jpg,"[187.8, 0.08]","['02:00:34', '5']",0
1405,32,32_13.jpg,"[170.7, 0.08]","['14:01:13', '6']",0
1406,53,53_20.jpg,"[180.7, 0.08]","['16:03:57', '4']",0
1407,49,49_14.jpg,"[188.0, 0.08]","['13:06:58', '3']",0
1408,20,20_14.jpg,"[159.6, 0.08]","['15:24:27', '4']",0
1409,17,17_16.jpg,"[165.8, 0.08]","['18:40:11', '5']",0
1410,18,18_16.jpg,"[162.2, 0.08]","['13:55:24', '4']",0
1411,72,72_11.jpg,"[159.2, 0.08]","['18:12:40', '4']",0
1412,35,35_15.jpg,"[182.3, 0.08]","['02:21:19', '1']",0
1413,85,85_13.jpg,"[152.6, 0.08]","['11:43:09', '3']",0
1414,15,15_7.jpg,"[178.2, 0.08]","['05:27:36', '3']",0
1415,20,20_15.jpg,"[164.1, 0.08]","['12:10:32', '2']",0
1416,50,50_11.jpg,"[161.5, 0.08]","['23:14:47', '6']",0
1417,29,29_10.jpg,"[182.9, 0.08]","['04:13:20', '3']",0
1418,80,80_13.jpg,"[181.9, 0.08]","['17:33:29', '3']",0
1419,96,96_16.jpg,"[168.3, 0.08]","['01:25:05', '4']",0
1420,41,41_23.jpg,"[182.7, 0.08]","['03:25:16', '6']",0
1421,15,15_8.jpg,"[168.5, 0.08]","['00:47:45', '2']",0
1422,76,76_14.jpg,"[181.0, 0.08]","['13:20:45', '1']",0
1423,43,43_9.jpg,"[162.6, 0.08]","['15:01:54', '1']",0
1424,51,51_17.jpg,"[182.5, 0.08]","['12:30:36', '6']",0
1425,52,52_12.jpg,"[160.0, 0.08]","['21:36:30', '3']",0
1426,63,63_14.jpg,"[167.5, 0.08]","['02:55:12', '4']",0
1427,12,12_9.jpg,"[172.2, 0.08]","['05:49:42', '3']",0
1428,62,62_17.jpg,"[189.6, 0.08]","['05:44:57', '1']",0
1429,44,44_18.jpg,"[169.8, 0.08]","['05:39:56', '4']",0
1430,49,49_15.jpg,"[188.3, 0.08]","['06:52:04', '4']",0
1431,38,38_18.jpg,"[184.1, 0.08]","['18:26:14', '1']",0
1432,19,19_17.jpg,"[162.1, 0.08]","['22:34:27', '7']",0
1433,21,21_22.jpg,"[184.2, 0.08]","['18:13:28', '6']",0
1434,26,26_23.jpg,"[160.8, 0.08]","['08:25:50', '7']",0
1435,92,92_14.jpg,"[189.9, 0.08]","['20:46:35', '1']",0
1436,2,2_17.jpg,"[173.7, 0.08]","['12:02:27', '3']",0
1437,14,14_12.jpg,"[181.0, 0.08]","['21:05:54', '7']",0
1438,15,15_9.jpg,"[162.1, 0.08]","['23:44:46', '1']",0
1439,12,12_10.jpg,"[164.9, 0.08]","['06:59:58', '3']",0
1440,73,73_16.jpg,"[166.0, 0.08]","['05:03:36', '5']",0
1441,44,44_19.jpg,"[178.8, 0.08]","['02:23:38', '6']",0
1442,89,89_15.jpg,"[172.9, 0.08]","['18:48:25', '5']",0
1443,95,95_15.jpg,"[185.0, 0.08]","['08:58:10', '2']",0
1444,82,82_20.jpg,"[179.1, 0.08]","['00:32:48', '6']",0
1445,40,40_14.jpg,"[184.9, 0.08]","['19:31:02', '6']",0
1446,48,48_18.jpg,"[177.2, 0.08]","['13:04:54', '1']",0
1447,61,61_8.jpg,"[155.9, 0.08]","['14:23:33', '6']",0
1448,75,75_20.jpg,"[168.7, 0.08]","['22:08:16', '2']",0
1449,9,9_19.jpg,"[197.2, 0.08]","['14:28:32', '4']",0
1450,14,14_13.jpg,"[183.8, 0.08]","['18:44:29', '7']",0
1451,61,61_9.jpg,"[156.4, 0.08]","['14:42:29', '6']",0
1452,35,35_16.jpg,"[178.9, 0.08]","['02:30:16', '1']",0
1453,96,96_17.jpg,"[170.5, 0.08]","['01:18:56', '4']",0
1454,77,77_17.jpg,"[191.7, 0.08]","['08:01:59', '2']",0
1455,23,23_21.jpg,"[180.3, 0.08]","['15:45:10', '7']",0
1456,86,86_10.jpg,"[181.8, 0.08]","['00:31:25', '4']",0
1457,74,74_15.jpg,"[178.3, 0.08]","['10:55:09', '6']",0
1458,64,64_15.jpg,"[177.7, 0.08]","['22:58:49', '6']",0
1459,74,74_16.jpg,"[187.6, 0.08]","['04:16:56', '2']",0
1460,69,69_12.jpg,"[169.4, 0.08]","['06:34:59', '3']",0
1461,22,22_20.jpg,"[159.2, 0.08]","['07:46:40', '7']",0
1462,64,64_16.jpg,"[168.9, 0.08]","['17:32:24', '7']",0
1463,74,74_17.jpg,"[181.3, 0.08]","['12:30:26', '6']",0
1464,89,89_16.jpg,"[182.0, 0.08]","['19:15:04', '5']",0
1465,55,55_11.jpg,"[186.4, 0.08]","['19:09:19', '5']",0
1466,54,54_13.jpg,"[159.3, 0.08]","['09:21:43', '6']",0
1467,77,77_18.jpg,"[182.7, 0.08]","['02:35:35', '4']",0
1468,57,57_15.jpg,"[172.9, 0.08]","['23:38:15', '3']",0
1469,70,70_16.jpg,"[178.1, 0.08]","['13:10:17', '2']",0
1470,11,11_9.jpg,"[172.7, 0.08]","['15:06:22', '7']",0
1471,94,94_17.jpg,"[180.4, 0.08]","['14:19:46', '6']",0
1472,5,5_21.jpg,"[178.5, 0.08]","['11:01:13', '5']",0
1473,97,97_5.jpg,"[153.7, 0.08]","['17:42:55', '4']",0
1474,55,55_12.jpg,"[194.0, 0.08]","['21:47:18', '1']",0
1475,17,17_17.jpg,"[159.2, 0.08]","['04:32:31', '1']",0
1476,74,74_18.jpg,"[185.4, 0.08]","['05:29:45', '2']",0
1477,7,7_11.jpg,"[184.8, 0.08]","['07:08:02', '2']",0
1478,54,54_14.jpg,"[144.7, 0.08]","['07:29:01', '5']",0
1479,64,64_17.jpg,"[168.6, 0.08]","['17:53:30', '7']",0
1480,32,32_14.jpg,"[170.7, 0.08]","['14:12:34', '6']",0
1481,20,20_16.jpg,"[175.9, 0.08]","['07:22:07', '3']",0
1482,32,32_15.jpg,"[161.8, 0.08]","['12:16:37', '4']",0
1483,81,81_19.jpg,"[192.6, 0.08]","['04:53:14', '6']",0
1484,47,47_15.jpg,"[191.5, 0.08]","['22:22:49', '7']",0
1485,20,20_17.jpg,"[162.9, 0.08]","['16:13:00', '4']",0
1486,55,55_13.jpg,"[180.5, 0.08]","['18:22:29', '5']",0
1487,20,20_18.jpg,"[157.2, 0.08]","['15:39:35', '4']",0
1488,12,12_11.jpg,"[169.9, 0.08]","['05:54:37', '3']",0
1489,13,13_20.jpg,"[171.8, 0.08]","['06:53:33', '5']",0
1490,10,10_15.jpg,"[176.5, 0.08]","['14:53:05', '2']",0
1491,43,43_10.jpg,"[171.5, 0.08]","['04:40:40', '1']",0
1492,72,72_12.jpg,"[158.6, 0.08]","['22:45:35', '6']",0
1493,38,38_19.jpg,"[171.7, 0.08]","['18:25:14', '5']",0
1494,43,43_11.jpg,"[171.9, 0.08]","['05:03:16', '1']",0
1495,86,86_11.jpg,"[180.5, 0.08]","['02:06:32', '5']",0
1496,34,34_20.jpg,"[184.9, 0.08]","['00:41:30', '4']",0
1497,5,5_22.jpg,"[175.0, 0.08]","['10:39:11', '5']",0
1498,97,97_6.jpg,"[155.9, 0.08]","['22:12:31', '7']",0
1499,23,23_22.jpg,"[189.7, 0.08]","['00:57:18', '6']",0
1500,92,92_15.jpg,"[194.6, 0.08]","['12:00:29', '5']",0
1501,21,21_23.jpg,"[191.5, 0.08]","['14:00:48', '7']",0
1502,16,16_18.jpg,"[180.1, 0.08]","['14:28:00', '6']",0
1503,79,79_18.jpg,"[173.2, 0.08]","['16:24:19', '4']",0
1504,55,55_14.jpg,"[183.2, 0.08]","['21:51:46', '1']",0
1505,65,65_17.jpg,"[189.7, 0.08]","['07:05:41', '3']",0
1506,28,28_18.jpg,"[166.6, 0.08]","['23:39:46', '7']",0
1507,52,52_13.jpg,"[172.6, 0.08]","['22:22:29', '3']",0
1508,42,42_18.jpg,"[173.3, 0.08]","['12:19:34', '5']",0
1509,3,3_14.jpg,"[184.8, 0.08]","['15:14:54', '3']",0
1510,65,65_18.jpg,"[185.4, 0.08]","['06:16:07', '5']",0
1511,15,15_10.jpg,"[179.0, 0.08]","['04:06:41', '3']",0
1512,93,93_10.jpg,"[190.2, 0.08]","['00:32:20', '4']",0
1513,41,41_24.jpg,"[180.1, 0.08]","['03:05:06', '6']",0
1514,21,21_24.jpg,"[191.7, 0.08]","['14:04:10', '7']",0
1515,77,77_19.jpg,"[185.3, 0.08]","['01:56:12', '4']",0
1516,83,83_16.jpg,"[170.0, 0.08]","['15:04:54', '7']",0
1517,36,36_25.jpg,"[161.2, 0.08]","['06:06:14', '1']",0
1518,72,72_13.jpg,"[156.7, 0.08]","['23:01:10', '6']",0
1519,85,85_14.jpg,"[158.4, 0.08]","['10:41:00', '3']",0
1520,87,87_6.jpg,"[157.1, 0.08]","['18:38:00', '5']",0
1521,46,46_19.jpg,"[167.5, 0.08]","['08:49:43', '7']",0
1522,54,54_15.jpg,"[155.5, 0.08]","['10:07:55', '6']",0
1523,41,41_25.jpg,"[178.5, 0.08]","['02:33:45', '6']",0
1524,50,50_12.jpg,"[159.1, 0.08]","['22:15:20', '6']",0
1525,78,78_23.jpg,"[153.3, 0.08]","['08:05:32', '1']",0
1526,48,48_19.jpg,"[165.6, 0.08]","['23:33:20', '7']",0
1527,19,19_18.jpg,"[168.4, 0.08]","['10:56:18', '7']",0
1528,72,72_14.jpg,"[163.3, 0.08]","['22:39:47', '6']",0
1529,92,92_16.jpg,"[178.1, 0.08]","['14:25:03', '2']",0
1530,79,79_19.jpg,"[183.8, 0.08]","['07:44:54', '6']",0
1531,20,20_19.jpg,"[158.3, 0.08]","['07:10:24', '3']",0
1532,10,10_16.jpg,"[183.6, 0.08]","['14:53:53', '2']",0
1533,28,28_19.jpg,"[152.0, 0.08]","['20:53:18', '2']",0
1534,80,80_14.jpg,"[179.9, 0.08]","['15:29:05', '3']",0
1535,61,61_10.jpg,"[161.6, 0.08]","['09:38:26', '2']",0
1536,38,38_20.jpg,"[179.9, 0.08]","['01:27:08', '7']",0
1537,4,4_14.jpg,"[195.5, 0.08]","['15:03:33', '3']",0
