I,F,G,A,H,T
92,0,Male,57,180,86
98,0,Male,35,169,227
7,7,Male,40,191,265
45,0,Female,33,147,191
5,0,Male,33,179,159
53,53,Male,47,176,145
25,0,Male,40,181,298
21,0,Female,25,159,155
45,0,Female,25,161,64
85,0,Female,57,180,277
62,0,Female,48,155,218
74,74,Female,32,177,19
51,0,Female,16,182,330
64,0,Female,34,165,223
7,0,Male,41,189,55
38,38,Male,51,185,310
99,99,Male,38,189,335
75,0,Male,52,181,64
39,39,Female,23,186,12
6,0,Male,34,179,155
30,0,Female,25,147,247
13,0,Male,38,170,313
89,0,Female,34,163,25
85,0,Male,40,168,147
77,77,Male,66,187,64
0,0,Female,39,181,243
101,101,Female,32,181,243
0,0,Male,37,185,223
102,102,Male,39,185,223
0,0,Male,52,171,94
103,103,Male,51,171,94
0,0,Male,24,177,331
104,104,Male,25,177,331
0,0,Male,30,181,95
105,105,Male,30,181,95
0,64,Female,29,167,239
106,106,Female,29,167,239
0,0,Female,32,180,223
107,107,Male,31,180,223
0,0,Male,55,179,81
108,0,Male,43,179,81
0,0,Female,18,177,304
109,109,Female,19,177,304
0,0,Male,45,177,330
110,110,Male,48,177,330
0,0,Female,24,167,213
111,111,Female,30,167,213
0,0,Female,31,189,180
112,112,Female,31,189,180
0,0,Male,39,175,299
113,113,Male,28,175,299
0,0,Male,40,159,131
114,114,Male,40,159,131
114,0,Male,45,161,67
0,0,Female,40,167,143
115,115,Female,34,167,143
0,0,Female,44,149,193
116,116,Female,46,149,193
0,0,Male,29,187,202
117,117,Male,29,187,202
112,74,Female,27,175,47
0,0,Female,47,171,316
118,0,Male,41,171,316
107,0,Male,31,178,11
0,0,Male,35,178,272
119,119,Male,35,178,272
0,0,Female,28,166,31
120,120,Female,29,166,31
0,0,Male,59,179,149
121,121,Male,61,179,149
0,0,Female,43,188,25
122,122,Female,43,188,25
0,0,Female,48,182,207
123,123,Female,43,182,207
0,0,Female,38,166,185
124,124,Female,40,166,185
121,0,Male,49,176,204
0,0,Female,44,184,114
125,125,Male,37,184,114
0,0,Male,30,189,86
126,126,Male,34,189,86
0,0,Male,33,191,304
127,127,Male,33,191,304
121,0,Female,66,172,300
0,0,Female,13,157,111
128,128,Female,23,157,111
0,117,Male,24,188,328
129,129,Male,24,188,328
0,0,Male,24,180,134
130,130,Male,24,180,134
115,0,Female,42,162,47
0,0,Male,60,187,274
131,131,Male,60,187,274
0,0,Female,19,175,23
132,132,Female,23,175,23
0,0,Female,30,180,216
133,133,Female,31,180,216
0,0,Female,29,166,94
134,134,Female,28,166,94
122,0,Male,31,183,321
0,0,Female,35,182,22
135,135,Female,34,182,22
0,0,Female,46,170,39
136,136,Female,50,170,39
0,0,Male,25,190,148
137,137,Male,25,190,148
132,0,Male,51,178,295
113,0,Male,35,171,11
136,0,Female,28,159,234
0,0,Male,59,178,115
138,138,Female,55,178,115
0,0,Female,28,174,285
139,139,Female,29,174,285
138,0,Male,36,172,54
103,18,Male,61,179,155
0,0,Male,34,176,55
140,140,Male,34,176,55
0,0,Female,34,167,82
141,141,Female,31,167,82
0,0,Female,24,167,152
142,142,Female,23,167,152
0,0,Male,46,184,313
143,143,Male,43,184,313
0,0,Female,37,157,280
144,144,Female,37,157,280
0,0,Female,42,159,30
145,145,Male,47,159,30
0,0,Male,47,191,237
146,146,Male,46,191,237
0,0,Female,32,154,197
147,147,Male,35,154,197
126,0,Male,39,182,168
0,0,Male,33,199,235
148,148,Male,33,199,235
0,0,Male,40,184,189
149,149,Male,39,184,189
124,0,Male,33,176,168
143,0,Male,69,191,20
135,0,Female,42,169,119
145,0,Male,46,170,18
0,0,Male,31,181,51
150,150,Male,31,181,51
124,74,Female,33,159,10
0,0,Male,37,169,107
151,151,Male,37,169,107
0,0,Male,39,176,261
152,0,Male,56,176,261
122,0,Male,31,183,7
144,0,Female,38,158,79
0,0,Male,35,181,277
153,153,Male,35,181,277
0,0,Male,27,188,155
154,154,Male,27,188,155
105,0,Male,37,182,122
0,0,Male,57,189,287
155,155,Male,57,189,287
0,0,Female,38,156,142
156,156,Female,38,156,142
115,0,Female,27,173,98
0,55,Male,41,179,277
157,157,Male,43,179,277
0,0,Female,33,188,293
158,158,Female,33,188,293
103,43,Male,57,169,72
137,0,Male,29,190,36
0,0,Female,41,168,252
159,159,Male,50,168,252
0,117,Male,39,193,71
160,160,Male,40,193,71
0,0,Female,23,159,106
161,161,Female,26,159,106
0,0,Female,37,161,187
162,162,Female,37,161,187
0,0,Male,23,172,149
163,163,Male,23,172,149
0,0,Female,40,160,45
164,164,Female,39,160,45
112,112,Female,26,167,246
126,0,Male,42,175,294
122,0,Male,21,175,118
117,153,Male,36,182,206
0,0,Male,36,177,25
165,165,Male,32,177,25
0,0,Male,31,198,278
166,166,Male,31,198,278
165,0,Female,45,166,17
0,0,Male,58,157,314
167,167,Male,55,157,314
136,0,Male,44,170,93
111,0,Female,39,159,212
128,14,Female,23,164,282
0,0,Female,38,161,196
168,0,Female,38,161,196
0,0,Male,63,183,101
169,169,Male,63,183,101
159,0,Male,56,159,117
112,112,Female,26,172,13
130,0,Female,29,168,143
140,140,Male,46,182,124
131,0,Male,42,181,47
140,140,Male,49,183,13
152,0,Male,67,186,44
154,0,Male,62,170,181
0,0,Female,41,160,273
170,170,Female,38,160,273
132,0,Female,26,175,310
115,0,Female,36,159,93
0,0,Female,29,180,26
171,171,Female,27,180,26
102,0,Male,38,181,193
155,0,Male,62,183,55
165,0,Male,33,194,107
152,0,Male,58,183,19
0,39,Female,27,163,265
172,172,Female,27,163,265
0,0,Female,27,177,154
173,173,Female,28,177,154
116,0,Female,46,141,259
102,18,Male,42,182,319
0,0,Female,22,170,278
174,174,Female,24,170,278
138,0,Male,36,169,180
150,0,Male,40,177,240
101,0,Female,42,177,210
0,0,Male,40,170,126
175,175,Male,38,170,126
127,0,Male,24,183,221
106,0,Female,43,169,1
160,0,Male,45,186,165
0,0,Female,30,159,184
176,176,Female,30,159,184
0,0,Female,34,174,59
177,177,Female,34,174,59
0,0,Male,56,179,27
178,178,Male,56,179,27
0,0,Female,26,161,20
179,179,Female,26,161,20
157,157,Male,41,196,28
168,0,Female,35,171,296
131,0,Male,35,180,156
155,155,Male,62,173,109
126,126,Male,38,175,181
0,0,Male,53,166,166
180,180,Male,54,166,166
154,0,Male,56,188,203
142,0,Female,21,170,254
175,0,Male,68,182,168
142,0,Female,31,161,56
110,110,Male,50,197,312
116,116,Female,7,138,66
145,0,Female,36,168,247
113,0,Male,19,182,23
0,0,Male,37,187,323
181,181,Male,37,187,323
140,140,Male,42,182,25
0,0,Female,38,162,7
182,0,Female,39,162,7
160,117,Male,43,188,8
126,126,Male,48,177,203
131,0,Female,36,176,150
163,0,Female,40,164,32
136,0,Female,19,169,243
147,0,Female,28,167,229
175,0,Male,38,175,212
0,0,Female,36,183,140
183,183,Female,36,183,140
177,0,Female,28,179,201
111,111,Female,39,152,50
167,0,Female,29,157,155
113,0,Male,30,180,333
134,0,Female,23,158,129
163,0,Female,28,157,120
141,0,Female,25,159,248
133,0,Female,26,176,132
127,0,Male,57,186,95
132,0,Female,24,162,210
121,0,Male,52,177,193
120,0,Female,33,159,316
0,0,Female,37,158,282
184,184,Female,36,158,282
0,0,Female,37,173,117
185,185,Male,38,173,117
101,0,Female,28,167,135
185,0,Male,39,172,118
184,0,Female,35,171,83
0,0,Male,16,173,324
186,186,Male,16,173,324
116,116,Female,47,140,312
143,0,Male,43,184,331
167,0,Female,31,157,335
0,0,Female,41,160,286
187,187,Female,41,160,286
124,124,Female,24,156,212
127,0,Male,48,185,160
167,0,Female,31,149,203
130,130,Female,29,180,70
0,0,Female,34,163,316
188,188,Female,37,163,316
171,0,Male,33,177,112
0,0,Female,22,160,183
189,189,Female,22,160,183
150,43,Male,36,183,320
152,0,Male,55,188,45
167,0,Female,29,148,48
141,141,Female,30,160,17
171,0,Female,33,192,72
0,0,Female,11,179,121
190,190,Female,18,179,121
121,0,Female,65,183,9
140,0,Female,50,183,287
0,0,Female,27,177,314
191,191,Female,24,177,314
148,0,Male,21,196,122
165,0,Female,38,180,191
117,117,Male,35,196,159
0,0,Female,37,166,195
192,192,Female,37,166,195
110,0,Male,46,177,334
135,0,Female,25,166,28
120,0,Female,39,173,195
0,0,Female,29,181,108
193,193,Female,29,181,108
120,0,Male,14,168,329
117,99,Male,45,186,216
146,13,Male,34,185,334
0,0,Female,30,159,201
194,194,Female,29,159,201
114,0,Female,27,169,198
106,106,Female,29,177,51
109,0,Female,33,178,323
114,114,Female,38,172,319
186,0,Male,39,181,119
114,114,Female,45,178,75
174,0,Female,29,170,215
0,0,Female,29,173,28
195,195,Female,30,173,28
157,157,Male,54,188,208
162,162,Female,43,175,257
189,0,Male,26,156,188
173,0,Female,31,174,306
128,0,Female,32,155,81
118,0,Female,28,177,268
166,166,Male,31,183,55
123,0,Female,28,173,11
195,195,Female,41,178,238
138,0,Male,50,164,207
136,0,Female,25,159,17
106,0,Female,27,174,191
107,107,Male,31,168,268
113,0,Male,36,184,244
172,172,Female,28,162,167
117,117,Male,35,188,66
171,0,Male,27,174,28
187,0,Female,37,166,243
166,0,Male,35,200,278
119,0,Female,41,174,52
110,0,Male,46,178,302
185,0,Male,36,184,112
113,0,Male,32,176,95
171,0,Female,28,179,137
177,0,Male,32,168,265
121,0,Male,55,172,165
142,0,Female,31,162,332
182,0,Female,27,162,56
168,0,Female,33,158,197
149,0,Female,44,188,321
180,0,Female,25,174,146
123,0,Female,29,184,199
0,0,Male,26,164,19
196,196,Male,26,164,19
181,0,Male,41,185,273
156,156,Female,23,152,258
147,0,Female,27,171,205
187,0,Female,58,157,299
168,168,Female,27,179,331
195,195,Female,28,167,141
105,0,Male,56,185,123
0,0,Male,47,172,48
197,197,Male,46,172,48
166,0,Male,34,192,143
139,195,Female,39,189,80
162,162,Female,38,177,148
168,0,Female,30,161,29
192,0,Female,31,163,320
165,0,Male,33,180,101
0,0,Female,34,173,33
198,198,Female,31,173,33
176,0,Female,30,164,58
162,0,Female,33,174,186
170,0,Female,24,164,50
174,0,Male,25,162,62
131,0,Male,30,176,161
161,0,Female,22,173,50
158,0,Male,44,188,75
168,168,Female,34,177,162
194,194,Female,33,159,21
161,0,Female,23,168,248
192,0,Female,28,164,33
164,164,Female,41,166,28
160,0,Female,40,198,120
156,0,Female,30,154,52
101,0,Male,25,170,330
141,0,Male,31,166,189
148,0,Male,38,193,10
143,0,Male,41,172,81
189,189,Female,26,163,129
166,166,Male,27,173,173
180,0,Male,55,166,43
191,0,Female,29,172,234
165,0,Female,46,179,293
116,0,Female,23,151,148
115,0,Male,23,161,250
124,124,Female,25,154,110
193,0,Female,38,180,46
157,0,Male,38,194,164
102,0,Female,29,175,113
137,0,Male,28,171,269
0,0,Male,41,177,58
199,199,Male,41,177,58
187,0,Female,46,156,175
109,0,Male,34,174,286
166,166,Male,25,182,15
154,0,Male,50,192,166
161,0,Female,32,167,74
123,0,Female,40,182,273
188,0,Female,33,156,124
143,0,Male,46,178,151
138,138,Male,52,168,256
132,0,Female,29,183,292
140,0,Female,29,180,24
135,39,Female,27,164,103
179,0,Female,32,155,90
194,0,Female,25,153,306
119,0,Female,61,176,54
196,0,Female,27,158,322
171,0,Female,31,174,126
119,0,Female,37,160,36
176,0,Female,48,159,87
188,0,Male,27,156,65
165,165,Male,34,172,169
177,0,Female,37,178,223
153,0,Female,42,176,252
193,0,Female,25,178,302
110,0,Male,58,189,212
199,0,Male,29,178,140
167,0,Female,31,153,138
184,0,Female,49,169,6
163,163,Female,24,149,188
107,0,Female,49,169,37
178,0,Female,38,179,227
169,0,Male,58,171,32
151,0,Male,30,191,327
199,0,Female,21,165,222
171,0,Female,0,185,9
177,177,Female,40,167,320
162,162,Female,32,179,292
186,0,Male,25,172,303
158,0,Female,34,184,263
138,0,Female,55,169,321
110,0,Male,53,194,176
139,0,Male,48,173,4
188,0,Male,25,156,311
101,0,Female,40,169,116
160,0,Male,21,192,52
141,141,Male,31,158,179
188,0,Male,46,145,26
124,0,Male,53,163,229
179,0,Female,30,164,30
0,0,Male,34,180,261
200,200,Male,39,180,261
164,0,Female,43,176,29
118,0,Female,32,175,77
173,0,Female,27,179,308
149,0,Female,42,187,200
169,0,Male,64,184,101
108,0,Male,32,199,138
130,130,Female,28,190,109
154,0,Male,56,172,99
131,0,Female,33,173,219
139,0,Female,30,175,230
123,0,Female,23,178,133
115,0,Female,30,151,170
125,0,Male,59,185,102
138,0,Male,40,184,318
190,0,Female,26,179,122
183,0,Female,38,166,165
191,0,Female,27,176,136
120,0,Female,30,182,266
167,0,Female,29,154,136
200,0,Male,33,182,202
187,0,Female,39,163,320
112,112,Female,29,177,281
137,0,Male,27,179,37
157,157,Male,56,180,252
180,0,Female,31,170,303
144,0,Female,40,164,163
119,119,Female,48,178,40
116,116,Female,6,149,76
189,0,Male,31,164,123
146,0,Male,22,189,294
186,0,Male,29,162,284
194,0,Female,21,168,232
130,130,Female,30,166,61
109,0,Female,25,174,117
149,0,Female,31,186,146
168,0,Female,36,175,61
182,0,Female,31,167,3
122,47,Male,29,182,335
119,0,Female,22,195,100
136,0,Female,25,167,68
199,0,Male,41,179,140
178,0,Male,36,190,295
104,0,Male,31,161,129
142,0,Female,31,175,239
156,156,Female,30,161,263
107,0,Male,52,167,187
137,137,Male,36,185,273
115,0,Female,32,165,123
189,0,Male,27,169,17
155,0,Male,57,179,68
105,0,Male,37,183,54
134,0,Female,56,166,227
155,0,Male,71,179,146
111,111,Female,31,158,281
154,154,Male,53,184,103
150,0,Male,35,184,328
133,0,Male,34,157,158
150,0,Male,31,175,111
159,74,Female,35,163,145
152,0,Male,47,198,98
185,0,Male,41,183,304
113,113,Male,24,186,235
163,0,Male,29,154,31
185,23,Male,36,181,259
145,0,Female,46,182,249
200,0,Male,35,192,215
102,0,Male,29,182,6
187,0,Female,41,150,256
177,0,Female,45,159,127
164,0,Female,19,154,104
122,0,Male,35,187,215
138,0,Male,45,169,193
181,0,Male,31,184,60
107,0,Female,33,179,78
142,0,Female,35,164,232
192,192,Female,33,176,220
144,144,Female,34,155,303
107,107,Male,30,169,55
114,0,Female,38,168,242
146,0,Male,29,173,305
162,162,Female,37,179,29
120,0,Female,25,172,43
127,0,Female,46,185,136
186,0,Male,37,166,189
176,0,Female,25,166,8
103,0,Male,63,190,165
129,0,Male,26,180,8
128,0,Female,24,162,258
140,140,Male,43,187,284
101,0,Male,56,175,23
149,0,Male,60,182,305
167,0,Female,30,157,141
147,0,Female,34,172,298
159,139,Female,31,167,150
166,0,Male,29,185,23
117,0,Male,26,200,36
163,0,Female,30,170,167
116,116,Female,17,142,328
106,0,Male,30,168,37
135,135,Female,29,174,46
139,0,Female,42,179,311
195,195,Female,29,178,325
157,0,Male,47,188,106
153,153,Male,31,182,204
138,0,Male,43,174,310
180,0,Male,42,168,159
173,0,Female,25,166,62
170,0,Male,57,154,181
141,0,Female,25,176,20
120,0,Female,27,162,139
180,0,Female,36,169,288
187,0,Female,35,151,272
180,0,Female,29,169,297
103,0,Female,53,177,47
153,153,Male,30,171,152
182,0,Female,37,159,159
155,155,Male,55,181,37
198,0,Female,27,181,100
197,0,Male,41,176,224
130,130,Female,33,171,91
137,137,Female,27,188,225
124,124,Female,30,164,287
153,0,Female,33,185,205
132,0,Female,21,169,95
200,0,Male,25,174,63
162,0,Female,33,175,291
185,185,Male,39,191,254
109,0,Female,31,166,89
180,0,Female,28,166,8
112,112,Female,30,168,146
148,148,Male,31,195,40
174,0,Female,24,163,318
124,124,Female,25,154,17
199,0,Male,43,171,114
137,0,Male,34,178,176
153,153,Male,29,177,147
137,0,Female,14,184,293
189,0,Female,26,175,104
125,0,Male,41,185,218
116,116,Female,12,150,312
193,193,Female,28,184,75
194,0,Female,23,144,328
190,0,Female,28,172,258
146,0,Male,17,183,330
118,0,Female,34,174,118
127,0,Male,53,181,116
171,0,Male,26,185,216
196,0,Female,24,160,315
158,0,Male,20,187,323
144,144,Female,35,164,128
148,0,Male,37,209,130
112,112,Female,35,173,282
121,0,Male,44,170,113
120,0,Female,37,176,190
157,157,Male,39,191,272
179,0,Female,30,149,113
133,0,Female,32,177,2
185,185,Male,49,177,191
115,0,Female,51,164,269
143,0,Male,47,168,43
158,0,Male,32,182,315
145,0,Female,47,164,128
184,0,Female,35,165,48
196,0,Female,22,154,273
172,172,Female,35,166,10
184,184,Female,31,163,109
164,0,Female,37,172,257
184,184,Female,22,157,46
105,0,Male,31,183,136
156,0,Female,29,159,168
190,0,Female,28,181,153
183,0,Female,26,185,135
155,0,Male,69,176,303
191,0,Female,40,179,171
182,0,Female,32,167,259
165,0,Female,37,167,180
135,0,Female,28,166,249
200,0,Male,37,186,6
125,0,Male,46,182,278
154,154,Male,51,173,275
111,111,Female,28,157,328
110,0,Male,42,180,160
122,0,Male,32,191,294
199,0,Male,41,176,176
130,130,Female,30,179,45
128,0,Male,27,173,253
197,0,Female,42,170,297
159,159,Female,21,173,151
197,0,Male,37,167,171
188,0,Female,30,158,45
195,0,Female,28,167,79
189,0,Female,21,163,182
105,0,Male,38,181,196
177,0,Female,25,184,267
103,0,Male,68,183,282
162,162,Female,30,172,159
178,0,Female,51,186,335
168,168,Female,26,163,300
140,0,Male,45,168,147
198,0,Female,41,180,185
101,0,Female,41,174,328
174,0,Female,28,175,164
149,0,Male,35,180,16
129,0,Male,21,170,118
133,0,Female,25,178,18
140,0,Male,60,179,157
169,0,Male,34,184,108
131,0,Male,53,175,210
127,0,Male,58,187,94
172,0,Female,31,164,54
108,0,Male,41,186,135
130,0,Male,33,174,155
141,0,Female,28,158,77
152,0,Male,65,195,65
193,0,Female,14,174,47
143,0,Male,47,178,161
194,0,Female,33,157,17
149,0,Male,42,179,17
170,0,Female,25,160,264
152,0,Male,62,192,253
125,0,Male,39,190,225
151,0,Male,24,187,334
104,0,Male,43,173,324
198,0,Male,41,182,71
165,165,Male,33,175,41
108,0,Male,31,197,251
191,0,Female,22,173,126
177,177,Female,32,171,156
123,0,Female,29,178,211
164,0,Female,44,173,213
150,150,Male,42,181,237
160,0,Male,44,191,321
173,173,Female,28,174,68
128,0,Female,41,177,131
111,111,Female,31,146,40
136,0,Female,20,165,209
152,0,Female,54,179,68
144,144,Female,27,166,305
114,0,Female,29,166,66
130,130,Female,36,177,277
197,0,Male,42,182,279
131,0,Male,33,178,72
142,142,Female,31,170,224
139,0,Female,34,173,134
194,194,Female,23,167,89
148,0,Male,36,194,272
191,0,Female,25,181,87
164,164,Female,38,155,20
115,0,Female,32,166,69
181,0,Male,34,186,122
171,0,Female,31,180,98
120,120,Female,30,162,7
155,0,Male,57,182,247
126,126,Male,47,175,269
180,0,Female,27,166,35
111,0,Female,29,160,224
187,0,Female,47,149,157
170,0,Female,25,159,227
129,0,Male,33,182,102
125,125,Female,51,191,327
159,0,Female,35,168,51
106,0,Female,29,170,78
192,0,Female,35,176,270
174,0,Male,56,178,167
188,0,Female,29,160,52
108,0,Male,26,190,267
186,0,Male,27,173,29
119,0,Female,43,177,103
127,127,Male,42,183,113
193,0,Male,29,180,151
135,0,Female,28,164,331
169,0,Male,60,190,8
148,148,Female,29,185,146
195,0,Female,58,170,93
151,0,Male,38,190,104
133,0,Male,41,178,53
171,0,Female,24,191,299
166,0,Male,34,188,196
184,184,Female,43,167,72
191,191,Female,29,181,93
177,0,Female,50,173,129
197,0,Male,52,181,158
174,0,Female,22,166,293
151,151,Male,42,192,145
138,0,Male,57,176,287
131,0,Male,50,179,159
172,0,Female,33,159,150
121,0,Male,65,171,116
183,0,Female,35,171,29
179,0,Female,24,151,32
189,189,Female,26,171,175
183,0,Female,27,179,153
134,0,Female,51,159,243
163,0,Female,35,159,129
158,0,Female,28,189,273
158,0,Male,40,190,299
105,0,Female,36,173,303
198,0,Female,33,183,116
197,0,Male,38,184,4
133,0,Female,23,162,63
192,0,Female,40,168,155
129,0,Male,47,178,6
195,195,Female,27,167,147
129,129,Male,25,183,62
179,179,Female,25,168,263
195,0,Male,46,168,168
118,0,Female,31,179,119
176,0,Female,35,155,322
182,0,Female,17,171,319
199,0,Male,42,162,313
121,0,Male,69,175,320
132,0,Female,19,170,78
107,0,Female,27,169,53
169,84,Male,49,184,221
149,0,Male,36,169,30
165,0,Male,56,180,86
106,0,Female,30,173,254
129,129,Male,34,184,179
105,0,Male,38,172,326
122,0,Male,37,184,49
193,193,Female,22,177,277
156,156,Female,29,156,138
128,128,Female,28,166,80
146,146,Male,33,185,202
160,160,Male,34,187,211
112,112,Female,32,166,310
172,172,Female,23,163,158
143,0,Female,20,180,335
181,0,Male,36,172,207
147,0,Female,25,164,293
169,169,Male,48,181,216
149,0,Female,30,175,141
125,117,Female,43,192,331
103,103,Male,66,165,115
179,0,Male,50,154,35
199,0,Male,57,173,3
188,0,Female,26,160,324
148,0,Male,33,204,116
187,0,Female,47,151,53
155,0,Male,55,188,164
109,0,Female,19,174,70
104,104,Male,44,171,266
108,0,Male,24,202,214
196,0,Female,27,144,156
146,0,Male,42,182,265
134,0,Female,30,158,24
114,0,Female,15,165,62
126,126,Male,49,177,3
176,0,Female,61,161,0
198,0,Female,18,176,91
109,0,Female,19,178,15
147,0,Female,22,175,233
160,160,Male,35,189,313
146,146,Male,40,176,317
119,119,Female,48,169,196
104,0,Male,52,173,256
134,0,Female,27,166,106
134,0,Female,18,163,127
116,116,Female,32,139,107
157,0,Female,53,192,199
124,124,Female,30,154,41
161,0,Female,36,162,100
116,0,Male,51,142,102
119,0,Male,23,169,237
156,156,Female,26,162,63
146,0,Male,37,180,71
162,0,Female,34,173,156
139,139,Female,28,178,225
179,179,Female,28,150,97
104,104,Male,24,164,76
122,0,Male,28,189,82
168,168,Female,28,168,281
174,0,Female,41,179,147
119,0,Male,50,179,265
134,0,Female,29,165,26
109,109,Female,20,163,104
104,0,Male,21,167,230
195,195,Female,21,175,292
126,126,Male,44,183,275
200,200,Male,43,177,99
154,0,Male,56,184,18
198,0,Female,26,173,42
200,0,Female,59,174,169
184,184,Female,37,169,156
159,0,Female,27,159,171
191,39,Female,29,159,133
184,184,Female,37,161,51
136,0,Female,28,167,205
168,168,Female,25,154,1
125,0,Male,52,186,257
160,160,Male,49,188,62
117,117,Male,35,184,302
145,0,Male,34,176,78
175,0,Male,41,184,100
129,129,Male,31,181,43
137,0,Male,36,178,154
190,0,Female,26,174,333
175,0,Male,37,175,113
173,0,Female,28,170,214
200,0,Male,46,173,178
166,0,Male,40,179,125
193,0,Female,24,184,312
127,0,Male,56,188,125
197,0,Male,46,161,171
134,0,Female,31,155,335
102,0,Male,47,179,194
134,0,Female,49,163,122
129,0,Male,36,185,309
139,0,Female,31,171,106
185,185,Male,39,191,290
172,0,Female,39,167,100
183,183,Female,35,177,52
156,0,Female,25,153,57
146,0,Male,35,188,28
133,0,Female,30,168,41
153,0,Male,47,177,287
121,0,Male,53,181,246
112,112,Female,30,170,223
148,0,Male,26,192,54
181,99,Male,37,189,162
186,0,Male,27,181,25
178,0,Male,56,193,85
163,0,Female,42,164,34
157,0,Male,34,182,120
167,0,Female,35,158,228
174,0,Female,39,180,303
161,0,Female,34,175,235
159,0,Female,22,162,197
145,0,Female,40,162,293
113,0,Male,34,177,185
150,153,Male,33,179,217
152,0,Male,40,193,92
156,156,Female,25,160,211
189,0,Female,31,174,319
118,0,Female,46,178,87
200,0,Male,44,184,202
145,0,Male,29,164,54
158,0,Male,42,190,99
123,0,Female,55,167,61
170,0,Female,31,173,172
190,0,Female,19,183,328
182,0,Female,29,161,324
196,0,Male,29,152,157
198,198,Female,28,179,252
173,0,Male,26,172,163
105,0,Female,43,181,158
105,0,Male,31,177,123
200,0,Male,37,170,95
151,0,Male,36,173,109
176,0,Female,42,162,28
156,156,Female,23,149,284
196,0,Female,23,161,208
125,0,Male,41,188,74
189,0,Female,27,162,309
144,0,Male,43,172,321
163,0,Female,24,157,43
144,0,Female,39,169,68
194,0,Female,27,162,28
142,142,Female,27,165,10
110,0,Male,39,172,91
114,114,Male,36,162,182
166,0,Male,25,177,150
182,182,Female,31,161,306
139,0,Female,36,176,0
183,0,Female,32,177,317
199,0,Male,39,173,228
102,0,Male,38,179,186
137,0,Male,32,176,188
143,0,Male,60,181,6
175,0,Male,38,163,292
169,169,Male,48,187,99
196,196,Female,23,157,152
163,0,Female,31,160,174
144,0,Female,28,170,108
123,0,Female,28,179,261
159,0,Female,33,167,36
183,0,Female,24,169,75
173,0,Male,31,178,181
178,0,Male,40,186,114
147,147,Female,28,161,79
124,124,Female,28,159,41
183,0,Female,29,182,243
175,0,Male,46,173,11
126,126,Male,49,174,311
143,55,Male,28,177,100
195,0,Female,57,172,5
154,0,Female,47,178,176
155,0,Male,37,187,88
101,0,Female,37,170,48
190,190,Female,19,169,90
170,0,Female,25,158,68
128,0,Female,40,174,193
135,0,Female,18,175,165
179,0,Male,38,155,174
110,0,Male,40,177,331
161,0,Female,21,169,319
111,111,Female,42,158,137
178,0,Male,33,184,134
181,0,Male,42,180,135
190,0,Female,21,154,40
197,0,Male,43,176,272
117,117,Male,25,195,223
102,0,Male,45,191,231
139,0,Female,36,163,98
190,0,Female,27,183,265
104,104,Male,38,175,45
136,0,Female,32,159,154
151,0,Male,23,184,219
142,142,Female,30,151,232
186,0,Male,22,169,58
159,0,Female,38,160,275
145,0,Male,48,160,202
153,153,Male,44,186,79
118,0,Female,28,178,231
130,130,Female,40,174,24
135,135,Female,25,173,247
164,0,Female,45,166,0
188,0,Female,35,162,55
186,0,Male,24,176,261
157,157,Male,41,184,224
185,185,Male,46,182,72
173,173,Female,25,176,87
123,0,Female,32,180,0
148,0,Male,40,202,67
151,0,Male,30,191,206
111,0,Female,21,161,47
133,0,Male,33,172,104
158,158,Female,32,183,114
164,164,Female,38,159,294
180,0,Female,26,160,108
142,142,Female,31,160,329
108,0,Male,48,186,89
151,0,Male,29,176,179
153,153,Male,34,182,267
190,0,Male,29,175,263
182,0,Female,38,154,54
107,0,Male,35,175,181
169,0,Male,56,186,200
118,0,Female,29,186,283
113,0,Male,26,180,62
178,0,Male,30,176,215
175,0,Male,36,177,44
177,0,Female,42,178,35
144,0,Female,32,166,79
112,112,Female,29,168,285
196,196,Female,23,152,102
162,0,Female,48,179,223
161,64,Female,24,181,257
111,111,Female,48,150,170
132,0,Male,30,168,119
172,172,Female,27,170,85
147,0,Female,28,179,35
176,0,Female,31,163,121
178,0,Male,57,193,46
167,0,Male,37,171,226
126,126,Male,42,167,193
182,0,Female,22,168,23
173,0,Female,14,174,70
197,0,Female,59,172,196
132,0,Male,7,154,168
101,0,Female,33,168,334
193,0,Female,31,173,269
178,0,Male,37,202,102
106,0,Female,26,175,183
129,129,Male,32,185,169
104,0,Male,50,177,232
102,0,Female,30,185,27
181,0,Male,45,186,18
115,0,Female,35,160,99
181,0,Male,45,179,319
161,0,Female,28,176,173
136,0,Female,32,164,80
175,0,Male,37,166,35
109,0,Female,31,164,271
172,172,Female,34,170,97
192,0,Female,29,178,86
118,0,Female,28,163,280
170,0,Female,21,158,55
133,0,Female,28,174,69
131,0,Female,47,179,120
108,0,Female,44,179,257
141,0,Female,33,155,111
106,0,Female,24,170,328
172,172,Female,28,183,238
186,0,Male,31,171,128
170,0,Male,33,159,61
110,0,Male,50,181,45
176,0,Female,28,151,13
198,0,Female,33,177,68
101,0,Female,35,175,43
192,0,Male,49,167,282
158,158,Female,39,180,143
132,0,Female,26,178,308
108,0,Male,40,178,208
196,0,Male,33,158,3
194,0,Female,23,171,9
150,150,Male,41,185,181
184,0,Female,27,155,93
151,0,Female,32,173,159
160,160,Male,30,197,234
113,113,Male,30,173,120
102,0,Male,55,178,263
141,0,Male,31,174,267
106,64,Female,32,175,298
193,193,Female,37,180,297
174,0,Female,29,177,244
