N,id,image,height,time,R
378,92,92_4.jpg,"[188.5, 0.08]","['08:29:11', '3']",0
379,86,86_5.jpg,"[176.7, 0.08]","['00:23:44', '3']",0
380,46,46_5.jpg,"[177.0, 0.08]","['00:33:32', '5']",0
381,59,59_7.jpg,"[185.4, 0.08]","['19:58:22', '4']",0
382,50,50_4.jpg,"[196.3, 0.08]","['01:30:00', '6']",0
383,3,3_4.jpg,"[175.8, 0.08]","['22:52:11', '5']",0
384,44,44_5.jpg,"[164.5, 0.08]","['13:28:40', '4']",0
385,85,85_5.jpg,"[164.9, 0.08]","['12:02:59', '5']",0
386,84,84_5.jpg,"[177.2, 0.08]","['21:03:25', '3']",0
387,76,76_7.jpg,"[177.5, 0.08]","['05:24:06', '7']",0
388,80,80_5.jpg,"[180.2, 0.08]","['20:32:33', '4']",0
389,10,10_4.jpg,"[174.0, 0.08]","['13:29:44', '5']",0
390,42,42_5.jpg,"[191.9, 0.08]","['00:29:06', '3']",0
391,33,33_3.jpg,"[168.2, 0.08]","['12:27:47', '4']",0
392,30,30_6.jpg,"[142.0, 0.08]","['16:52:43', '3']",0
393,96,96_2.jpg,"[160.8, 0.08]","['23:38:05', '7']",0
394,66,66_6.jpg,"[183.3, 0.08]","['02:20:03', '4']",0
395,98,98_4.jpg,"[174.4, 0.08]","['23:56:56', '3']",0
396,50,50_5.jpg,"[194.7, 0.08]","['19:10:10', '5']",0
397,60,60_3.jpg,"[173.8, 0.08]","['18:37:14', '7']",0
398,36,36_8.jpg,"[188.7, 0.08]","['09:29:29', '7']",0
399,3,3_5.jpg,"[161.9, 0.08]","['16:23:37', '2']",0
400,18,18_5.jpg,"[199.6, 0.08]","['05:54:49', '5']",0
401,50,50_6.jpg,"[169.9, 0.08]","['19:10:35', '5']",0
402,51,51_5.jpg,"[172.3, 0.08]","['17:25:00', '6']",0
403,88,88_5.jpg,"[176.8, 0.08]","['03:40:38', '6']",0
404,37,37_6.jpg,"[166.4, 0.08]","['14:08:04', '3']",0
405,85,85_6.jpg,"[178.6, 0.08]","['11:09:58', '5']",0
406,32,32_4.jpg,"[196.1, 0.08]","['12:51:42', '2']",0
407,18,18_6.jpg,"[172.0, 0.08]","['06:31:55', '5']",0
408,25,25_6.jpg,"[183.5, 0.08]","['11:19:38', '1']",0
409,92,92_5.jpg,"[180.3, 0.08]","['05:36:03', '6']",0
410,42,42_6.jpg,"[195.7, 0.08]","['16:52:52', '6']",0
411,86,86_6.jpg,"[170.8, 0.08]","['01:34:47', '3']",0
412,88,88_6.jpg,"[181.6, 0.08]","['22:51:06', '3']",0
413,42,42_7.jpg,"[196.7, 0.08]","['23:30:14', '2']",0
414,43,43_2.jpg,"[177.8, 0.08]","['10:53:30', '2']",0
415,99,99_2.jpg,"[186.6, 0.08]","['05:30:47', '7']",0
416,26,26_3.jpg,"[173.9, 0.08]","['22:34:50', '5']",0
417,17,17_4.jpg,"[171.4, 0.08]","['10:04:25', '2']",0
418,1,1_5.jpg,"[162.7, 0.08]","['08:23:06', '4']",0
419,61,61_4.jpg,"[187.7, 0.08]","['11:43:33', '5']",0
420,63,63_4.jpg,"[176.0, 0.08]","['07:38:01', '6']",0
421,72,72_4.jpg,"[168.2, 0.08]","['02:02:38', '7']",0
422,97,97_6.jpg,"[193.1, 0.08]","['02:29:18', '3']",0
423,54,54_3.jpg,"[175.9, 0.08]","['23:49:45', '1']",0
424,34,34_7.jpg,"[177.1, 0.08]","['08:33:37', '1']",0
425,37,37_7.jpg,"[164.0, 0.08]","['13:53:29', '3']",0
426,99,99_3.jpg,"[183.1, 0.08]","['22:56:08', '7']",0
427,32,32_5.jpg,"[194.8, 0.08]","['07:16:26', '7']",0
428,69,69_5.jpg,"[153.1, 0.08]","['21:11:06', '5']",0
429,60,60_4.jpg,"[169.7, 0.08]","['21:59:29', '5']",0
430,29,29_5.jpg,"[172.9, 0.08]","['12:41:28', '2']",0
431,92,92_6.jpg,"[173.7, 0.08]","['08:56:10', '3']",0
432,73,73_5.jpg,"[170.0, 0.08]","['18:16:58', '5']",0
433,5,5_5.jpg,"[184.7, 0.08]","['18:49:54', '3']",0
434,89,89_5.jpg,"[156.4, 0.08]","['13:34:48', '6']",0
435,19,19_5.jpg,"[161.1, 0.08]","['09:52:57', '2']",0
436,25,25_7.jpg,"[168.1, 0.08]","['18:56:11', '2']",0
437,11,11_7.jpg,"[161.1, 0.08]","['09:53:02', '7']",0
438,20,20_5.jpg,"[172.1, 0.08]","['20:50:30', '7']",0
439,42,42_8.jpg,"[194.7, 0.08]","['00:19:42', '2']",0
440,64,64_6.jpg,"[151.2, 0.08]","['08:39:18', '3']",0
441,59,59_8.jpg,"[184.8, 0.08]","['16:35:33', '2']",0
442,82,82_6.jpg,"[157.7, 0.08]","['03:35:36', '3']",0
443,40,40_2.jpg,"[157.6, 0.08]","['14:06:28', '3']",0
444,63,63_5.jpg,"[183.2, 0.08]","['22:28:58', '4']",0
445,55,55_6.jpg,"[175.0, 0.08]","['23:15:13', '3']",0
446,54,54_4.jpg,"[182.9, 0.08]","['03:00:30', '6']",0
447,44,44_6.jpg,"[148.1, 0.08]","['06:01:32', '6']",0
448,5,5_6.jpg,"[183.2, 0.08]","['18:39:49', '3']",0
449,90,90_2.jpg,"[173.5, 0.08]","['08:38:46', '2']",0
450,74,74_4.jpg,"[160.1, 0.08]","['20:19:49', '6']",0
451,37,37_8.jpg,"[166.0, 0.08]","['13:53:04', '3']",0
452,45,45_4.jpg,"[166.8, 0.08]","['21:42:22', '2']",0
453,44,44_7.jpg,"[147.6, 0.08]","['05:12:14', '6']",0
454,68,68_4.jpg,"[185.9, 0.08]","['08:27:40', '6']",0
455,75,75_3.jpg,"[175.8, 0.08]","['18:52:24', '3']",0
456,69,69_6.jpg,"[157.9, 0.08]","['18:47:34', '6']",0
457,91,91_3.jpg,"[190.5, 0.08]","['12:11:56', '7']",0
458,55,55_7.jpg,"[184.6, 0.08]","['06:49:01', '3']",0
459,97,97_7.jpg,"[182.5, 0.08]","['17:11:26', '1']",0
460,13,13_7.jpg,"[180.8, 0.08]","['05:53:54', '5']",0
461,72,72_5.jpg,"[182.5, 0.08]","['01:01:06', '2']",0
462,86,86_7.jpg,"[171.2, 0.08]","['23:33:43', '2']",0
463,45,45_5.jpg,"[152.9, 0.08]","['18:47:59', '5']",0
464,74,74_5.jpg,"[178.8, 0.08]","['20:35:58', '6']",0
465,16,16_6.jpg,"[179.7, 0.08]","['12:23:42', '2']",0
466,33,33_4.jpg,"[157.3, 0.08]","['09:42:35', '2']",0
467,79,79_5.jpg,"[167.5, 0.08]","['15:24:39', '1']",0
468,73,73_6.jpg,"[163.0, 0.08]","['00:44:35', '1']",0
469,50,50_7.jpg,"[185.4, 0.08]","['21:46:34', '6']",0
470,83,83_4.jpg,"[172.7, 0.08]","['00:38:25', '6']",0
471,89,89_6.jpg,"[164.4, 0.08]","['12:45:40', '7']",0
472,80,80_6.jpg,"[179.0, 0.08]","['01:32:31', '7']",0
473,59,59_9.jpg,"[186.1, 0.08]","['18:45:22', '4']",0
474,4,4_5.jpg,"[167.5, 0.08]","['01:53:17', '1']",0
475,23,23_4.jpg,"[176.3, 0.08]","['07:42:46', '5']",0
476,19,19_6.jpg,"[169.0, 0.08]","['18:30:41', '4']",0
477,63,63_6.jpg,"[168.2, 0.08]","['22:29:18', '4']",0
478,42,42_9.jpg,"[195.6, 0.08]","['00:43:51', '3']",0
479,65,65_6.jpg,"[192.1, 0.08]","['01:22:40', '6']",0
480,40,40_3.jpg,"[156.4, 0.08]","['23:23:53', '2']",0
481,87,87_4.jpg,"[166.6, 0.08]","['21:29:04', '6']",0
482,33,33_5.jpg,"[166.0, 0.08]","['10:21:56', '2']",0
483,99,99_4.jpg,"[180.3, 0.08]","['05:08:02', '7']",0
484,92,92_7.jpg,"[179.0, 0.08]","['01:32:19', '1']",0
485,63,63_7.jpg,"[178.2, 0.08]","['06:51:34', '6']",0
486,86,86_8.jpg,"[180.3, 0.08]","['05:19:02', '2']",0
487,70,70_3.jpg,"[164.7, 0.08]","['04:03:10', '5']",0
488,79,79_6.jpg,"[181.3, 0.08]","['22:35:38', '4']",0
489,48,48_4.jpg,"[181.9, 0.08]","['06:26:23', '7']",0
490,73,73_7.jpg,"[159.4, 0.08]","['02:10:40', '1']",0
491,70,70_4.jpg,"[171.8, 0.08]","['04:44:39', '5']",0
492,40,40_4.jpg,"[159.2, 0.08]","['14:45:07', '3']",0
493,2,2_6.jpg,"[177.6, 0.08]","['01:28:32', '2']",0
494,48,48_5.jpg,"[172.2, 0.08]","['17:43:25', '2']",0
495,40,40_5.jpg,"[166.8, 0.08]","['23:01:57', '2']",0
496,95,95_6.jpg,"[165.7, 0.08]","['03:37:54', '2']",0
497,77,77_4.jpg,"[187.3, 0.08]","['05:21:38', '1']",0
498,80,80_7.jpg,"[163.3, 0.08]","['08:23:57', '2']",0
499,52,52_6.jpg,"[184.6, 0.08]","['10:28:24', '6']",0
500,9,9_4.jpg,"[181.0, 0.08]","['01:26:25', '2']",0
501,42,42_10.jpg,"[186.8, 0.08]","['00:19:25', '2']",0
502,58,58_4.jpg,"[182.2, 0.08]","['22:57:25', '4']",0
503,83,83_5.jpg,"[170.1, 0.08]","['23:19:46', '5']",0
504,2,2_7.jpg,"[176.3, 0.08]","['17:10:37', '1']",0
505,37,37_9.jpg,"[166.9, 0.08]","['00:21:50', '5']",0
506,11,11_8.jpg,"[178.7, 0.08]","['23:44:36', '6']",0
507,2,2_8.jpg,"[180.2, 0.08]","['01:20:41', '2']",0
508,7,7_3.jpg,"[185.3, 0.08]","['07:54:53', '6']",0
509,84,84_6.jpg,"[191.7, 0.08]","['21:46:18', '3']",0
510,88,88_7.jpg,"[179.3, 0.08]","['06:24:39', '3']",0
511,22,22_5.jpg,"[179.8, 0.08]","['14:44:18', '7']",0
512,27,27_5.jpg,"[165.6, 0.08]","['10:46:11', '5']",0
513,12,12_6.jpg,"[179.6, 0.08]","['06:39:06', '3']",0
514,27,27_6.jpg,"[175.3, 0.08]","['10:59:16', '5']",0
515,23,23_5.jpg,"[176.8, 0.08]","['07:43:48', '5']",0
516,78,78_3.jpg,"[174.9, 0.08]","['13:57:44', '2']",0
517,47,47_4.jpg,"[175.7, 0.08]","['08:07:18', '6']",0
518,71,71_5.jpg,"[160.0, 0.08]","['11:08:30', '6']",0
519,21,21_4.jpg,"[165.3, 0.08]","['21:32:01', '7']",0
520,71,71_6.jpg,"[149.7, 0.08]","['19:23:08', '7']",0
521,61,61_5.jpg,"[185.1, 0.08]","['21:41:31', '5']",0
522,96,96_3.jpg,"[154.6, 0.08]","['18:20:48', '6']",0
523,31,31_7.jpg,"[177.3, 0.08]","['05:37:10', '2']",0
524,17,17_5.jpg,"[175.8, 0.08]","['12:43:02', '1']",0
525,83,83_6.jpg,"[170.3, 0.08]","['00:41:17', '6']",0
526,14,14_5.jpg,"[154.5, 0.08]","['17:59:54', '7']",0
527,100,100_2.jpg,"[197.8, 0.08]","['16:32:11', '6']",0
528,48,48_6.jpg,"[180.2, 0.08]","['06:49:31', '3']",0
529,28,28_6.jpg,"[170.0, 0.08]","['10:31:38', '5']",0
530,90,90_3.jpg,"[176.2, 0.08]","['16:18:38', '5']",0
531,91,91_4.jpg,"[181.5, 0.08]","['01:24:54', '5']",0
532,83,83_7.jpg,"[170.7, 0.08]","['01:46:58', '2']",0
533,10,10_5.jpg,"[181.4, 0.08]","['18:25:50', '2']",0
534,43,43_3.jpg,"[166.3, 0.08]","['10:30:26', '2']",0
535,46,46_6.jpg,"[188.2, 0.08]","['03:09:58', '3']",0
536,59,59_10.jpg,"[183.9, 0.08]","['23:14:24', '6']",0
537,28,28_7.jpg,"[163.0, 0.08]","['10:18:06', '5']",0
538,91,91_5.jpg,"[188.3, 0.08]","['01:13:10', '5']",0
539,9,9_5.jpg,"[187.0, 0.08]","['19:52:04', '3']",0
540,100,100_3.jpg,"[169.9, 0.08]","['16:41:35', '1']",0
541,87,87_5.jpg,"[179.2, 0.08]","['21:09:35', '6']",0
542,94,94_5.jpg,"[183.1, 0.08]","['14:23:52', '5']",0
543,51,51_6.jpg,"[171.0, 0.08]","['17:11:53', '6']",0
544,23,23_6.jpg,"[186.7, 0.08]","['07:51:25', '4']",0
545,19,19_7.jpg,"[160.8, 0.08]","['08:38:52', '2']",0
546,47,47_5.jpg,"[179.7, 0.08]","['07:42:55', '6']",0
547,16,16_7.jpg,"[196.7, 0.08]","['13:05:49', '2']",0
548,88,88_8.jpg,"[184.2, 0.08]","['03:30:58', '6']",0
549,94,94_6.jpg,"[183.9, 0.08]","['14:34:41', '5']",0
550,51,51_7.jpg,"[173.5, 0.08]","['11:15:14', '4']",0
551,2,2_9.jpg,"[192.6, 0.08]","['17:28:04', '6']",0
552,61,61_6.jpg,"[171.2, 0.08]","['20:14:46', '5']",0
553,39,39_5.jpg,"[169.9, 0.08]","['22:08:03', '5']",0
554,25,25_8.jpg,"[175.2, 0.08]","['15:44:51', '1']",0
555,63,63_8.jpg,"[175.7, 0.08]","['22:29:31', '4']",0
556,53,53_5.jpg,"[171.2, 0.08]","['07:47:09', '4']",0
557,17,17_6.jpg,"[180.8, 0.08]","['12:37:12', '1']",0
558,49,49_5.jpg,"[176.5, 0.08]","['01:36:26', '6']",0
559,7,7_4.jpg,"[185.9, 0.08]","['22:13:25', '1']",0
560,100,100_4.jpg,"[189.4, 0.08]","['15:58:17', '1']",0
561,78,78_4.jpg,"[149.9, 0.08]","['23:46:47', '3']",0
562,76,76_8.jpg,"[178.2, 0.08]","['21:57:59', '7']",0
563,47,47_6.jpg,"[187.5, 0.08]","['19:44:09', '1']",0
564,48,48_7.jpg,"[188.5, 0.08]","['18:34:34', '2']",0
565,14,14_6.jpg,"[166.2, 0.08]","['18:02:22', '5']",0
566,50,50_8.jpg,"[182.6, 0.08]","['19:35:07', '5']",0
567,73,73_8.jpg,"[179.0, 0.08]","['00:46:21', '1']",0
568,34,34_8.jpg,"[167.6, 0.08]","['00:33:35', '4']",0
569,90,90_4.jpg,"[165.4, 0.08]","['15:38:12', '5']",0
570,38,38_6.jpg,"[181.9, 0.08]","['07:56:11', '1']",0
571,62,62_3.jpg,"[152.1, 0.08]","['08:35:07', '3']",0
572,26,26_4.jpg,"[174.3, 0.08]","['08:57:49', '7']",0
573,4,4_6.jpg,"[173.6, 0.08]","['01:53:19', '1']",0
574,32,32_6.jpg,"[184.9, 0.08]","['13:58:48', '2']",0
575,19,19_8.jpg,"[166.3, 0.08]","['13:41:16', '1']",0
576,6,6_6.jpg,"[192.4, 0.08]","['02:04:45', '3']",0
577,83,83_8.jpg,"[181.1, 0.08]","['07:52:30', '2']",0
578,97,97_8.jpg,"[184.2, 0.08]","['04:23:51', '2']",0
579,69,69_7.jpg,"[159.1, 0.08]","['18:53:13', '6']",0
580,19,19_9.jpg,"[165.6, 0.08]","['09:52:17', '2']",0
581,46,46_7.jpg,"[186.3, 0.08]","['14:24:53', '5']",0
582,43,43_4.jpg,"[187.4, 0.08]","['10:48:34', '2']",0
583,46,46_8.jpg,"[177.6, 0.08]","['12:52:00', '5']",0
584,100,100_5.jpg,"[177.8, 0.08]","['16:14:53', '1']",0
585,71,71_7.jpg,"[156.1, 0.08]","['11:13:55', '6']",0
586,62,62_4.jpg,"[157.5, 0.08]","['20:27:29', '5']",0
587,27,27_7.jpg,"[170.3, 0.08]","['20:14:08', '4']",0
588,28,28_8.jpg,"[159.5, 0.08]","['20:47:21', '3']",0
589,75,75_4.jpg,"[196.7, 0.08]","['21:32:10', '6']",0
590,90,90_5.jpg,"[171.1, 0.08]","['10:10:05', '2']",0
591,97,97_9.jpg,"[180.5, 0.08]","['05:05:19', '2']",0
592,54,54_5.jpg,"[181.1, 0.08]","['22:34:21', '6']",0
593,98,98_5.jpg,"[186.3, 0.08]","['05:44:19', '1']",0
594,15,15_6.jpg,"[166.2, 0.08]","['19:32:17', '4']",0
595,29,29_6.jpg,"[175.8, 0.08]","['12:37:40', '1']",0
596,87,87_6.jpg,"[174.7, 0.08]","['15:47:49', '7']",0
597,72,72_6.jpg,"[181.7, 0.08]","['07:33:55', '5']",0
598,23,23_7.jpg,"[169.4, 0.08]","['13:29:09', '7']",0
599,26,26_5.jpg,"[175.0, 0.08]","['23:01:19', '5']",0
600,58,58_5.jpg,"[185.7, 0.08]","['22:43:56', '4']",0
601,22,22_6.jpg,"[182.6, 0.08]","['14:15:43', '7']",0
602,64,64_7.jpg,"[163.6, 0.08]","['10:11:47', '3']",0
603,91,91_6.jpg,"[188.4, 0.08]","['06:59:26', '3']",0
604,82,82_7.jpg,"[175.3, 0.08]","['03:30:44', '3']",0
605,56,56_7.jpg,"[173.2, 0.08]","['05:35:19', '2']",0
606,91,91_7.jpg,"[180.9, 0.08]","['07:42:12', '3']",0
607,82,82_8.jpg,"[168.5, 0.08]","['23:14:06', '6']",0
608,33,33_6.jpg,"[168.0, 0.08]","['10:24:30', '2']",0
609,56,56_8.jpg,"[175.3, 0.08]","['04:27:24', '2']",0
610,12,12_7.jpg,"[195.4, 0.08]","['19:18:28', '6']",0
611,91,91_8.jpg,"[200.2, 0.08]","['00:50:10', '5']",0
612,72,72_7.jpg,"[177.1, 0.08]","['00:18:39', '2']",0
613,75,75_5.jpg,"[187.2, 0.08]","['19:09:55', '3']",0
614,14,14_7.jpg,"[170.6, 0.08]","['18:06:33', '5']",0
615,43,43_5.jpg,"[179.6, 0.08]","['09:18:14', '2']",0
616,70,70_5.jpg,"[171.3, 0.08]","['04:00:27', '5']",0
617,90,90_6.jpg,"[170.1, 0.08]","['18:16:56', '1']",0
618,62,62_5.jpg,"[148.6, 0.08]","['12:06:14', '5']",0
619,94,94_7.jpg,"[178.5, 0.08]","['14:45:49', '5']",0
620,40,40_6.jpg,"[162.8, 0.08]","['17:41:57', '6']",0
621,40,40_7.jpg,"[160.8, 0.08]","['22:19:08', '2']",0
622,9,9_6.jpg,"[198.8, 0.08]","['19:29:25', '3']",0
623,21,21_5.jpg,"[147.4, 0.08]","['11:23:23', '7']",0
624,77,77_5.jpg,"[187.2, 0.08]","['15:24:54', '2']",0
625,79,79_7.jpg,"[166.5, 0.08]","['22:24:31', '2']",0
626,82,82_9.jpg,"[163.9, 0.08]","['23:08:20', '6']",0
627,8,8_6.jpg,"[167.5, 0.08]","['18:09:44', '3']",0
628,20,20_6.jpg,"[176.6, 0.08]","['20:18:52', '7']",0
629,9,9_7.jpg,"[192.5, 0.08]","['02:59:14', '2']",0
630,99,99_5.jpg,"[191.8, 0.08]","['05:04:06', '5']",0
631,70,70_6.jpg,"[164.0, 0.08]","['04:44:27', '5']",0
632,8,8_7.jpg,"[165.0, 0.08]","['21:22:38', '2']",0
633,78,78_5.jpg,"[164.0, 0.08]","['23:15:39', '3']",0
634,99,99_6.jpg,"[190.1, 0.08]","['04:50:11', '5']",0
635,24,24_3.jpg,"[178.9, 0.08]","['22:50:11', '2']",0
636,75,75_6.jpg,"[187.0, 0.08]","['21:59:47', '6']",0
637,54,54_6.jpg,"[168.8, 0.08]","['00:23:35', '2']",0
638,53,53_6.jpg,"[170.0, 0.08]","['21:54:38', '7']",0
639,61,61_7.jpg,"[179.5, 0.08]","['11:25:36', '5']",0
640,61,61_8.jpg,"[187.1, 0.08]","['03:22:34', '7']",0
641,32,32_7.jpg,"[188.1, 0.08]","['14:00:47', '2']",0
642,38,38_7.jpg,"[179.0, 0.08]","['13:40:37', '6']",0
643,62,62_6.jpg,"[149.0, 0.08]","['17:45:23', '5']",0
644,17,17_7.jpg,"[174.9, 0.08]","['11:08:31', '2']",0
645,19,19_10.jpg,"[150.6, 0.08]","['09:46:48', '2']",0
646,53,53_7.jpg,"[184.3, 0.08]","['21:53:16', '7']",0
647,1,1_6.jpg,"[168.2, 0.08]","['08:57:33', '4']",0
648,15,15_7.jpg,"[161.5, 0.08]","['18:13:42', '4']",0
649,53,53_8.jpg,"[184.8, 0.08]","['09:17:58', '4']",0
650,29,29_7.jpg,"[182.8, 0.08]","['12:01:18', '1']",0
651,69,69_8.jpg,"[154.8, 0.08]","['19:15:58', '7']",0
652,49,49_6.jpg,"[172.5, 0.08]","['04:52:17', '6']",0
653,32,32_8.jpg,"[200.7, 0.08]","['07:16:03', '7']",0
654,35,35_6.jpg,"[171.8, 0.08]","['17:10:33', '5']",0
655,3,3_6.jpg,"[163.7, 0.08]","['16:01:16', '1']",0
656,99,99_7.jpg,"[189.7, 0.08]","['05:37:30', '7']",0
657,63,63_9.jpg,"[180.4, 0.08]","['22:28:10', '4']",0
658,76,76_9.jpg,"[181.2, 0.08]","['06:05:16', '3']",0
659,91,91_9.jpg,"[186.5, 0.08]","['06:47:26', '3']",0
660,23,23_8.jpg,"[180.1, 0.08]","['07:51:32', '4']",0
661,60,60_5.jpg,"[179.6, 0.08]","['17:39:18', '7']",0
662,60,60_6.jpg,"[190.1, 0.08]","['00:51:28', '2']",0
663,58,58_6.jpg,"[195.9, 0.08]","['22:42:29', '4']",0
664,62,62_7.jpg,"[159.6, 0.08]","['08:35:49', '3']",0
665,65,65_7.jpg,"[191.1, 0.08]","['03:30:32', '6']",0
666,73,73_9.jpg,"[163.7, 0.08]","['01:28:08', '1']",0
667,87,87_7.jpg,"[165.7, 0.08]","['15:21:11', '7']",0
668,81,81_7.jpg,"[171.3, 0.08]","['08:54:46', '3']",0
669,64,64_8.jpg,"[162.2, 0.08]","['16:33:58', '3']",0
670,78,78_6.jpg,"[175.2, 0.08]","['13:57:10', '2']",0
671,37,37_10.jpg,"[160.9, 0.08]","['18:58:08', '4']",0
672,60,60_7.jpg,"[175.5, 0.08]","['21:21:49', '5']",0
673,67,67_3.jpg,"[172.6, 0.08]","['19:43:24', '4']",0
674,28,28_9.jpg,"[152.9, 0.08]","['21:22:25', '3']",0
675,24,24_4.jpg,"[181.4, 0.08]","['19:11:29', '3']",0
676,9,9_8.jpg,"[192.8, 0.08]","['00:37:52', '2']",0
677,74,74_6.jpg,"[177.0, 0.08]","['19:57:20', '6']",0
678,56,56_9.jpg,"[167.6, 0.08]","['04:03:50', '2']",0
679,79,79_8.jpg,"[166.1, 0.08]","['22:19:53', '4']",0
680,39,39_6.jpg,"[166.2, 0.08]","['01:28:13', '5']",0
681,89,89_7.jpg,"[158.7, 0.08]","['13:08:58', '7']",0
682,38,38_8.jpg,"[183.6, 0.08]","['08:43:03', '1']",0
683,49,49_7.jpg,"[184.1, 0.08]","['19:31:37', '7']",0
684,80,80_8.jpg,"[160.3, 0.08]","['07:17:25', '2']",0
685,16,16_8.jpg,"[188.5, 0.08]","['01:44:40', '7']",0
686,75,75_7.jpg,"[186.7, 0.08]","['05:42:44', '7']",0
687,84,84_7.jpg,"[185.8, 0.08]","['23:57:38', '7']",0
688,78,78_7.jpg,"[167.0, 0.08]","['14:51:37', '2']",0
689,100,100_6.jpg,"[183.7, 0.08]","['16:14:40', '1']",0
690,65,65_8.jpg,"[183.4, 0.08]","['02:47:22', '6']",0
691,63,63_10.jpg,"[186.5, 0.08]","['21:56:56', '4']",0
692,100,100_7.jpg,"[178.9, 0.08]","['03:23:08', '2']",0
693,98,98_6.jpg,"[165.9, 0.08]","['04:47:09', '1']",0
694,54,54_7.jpg,"[187.2, 0.08]","['22:51:42', '6']",0
695,44,44_8.jpg,"[162.7, 0.08]","['06:07:33', '6']",0
696,75,75_8.jpg,"[194.7, 0.08]","['18:18:13', '3']",0
697,20,20_7.jpg,"[177.5, 0.08]","['20:54:54', '7']",0
698,49,49_8.jpg,"[172.3, 0.08]","['20:17:56', '7']",0
699,56,56_10.jpg,"[175.6, 0.08]","['19:42:57', '1']",0
700,21,21_6.jpg,"[155.8, 0.08]","['11:34:03', '7']",0
701,29,29_8.jpg,"[178.8, 0.08]","['00:15:20', '5']",0
702,95,95_7.jpg,"[168.3, 0.08]","['08:33:20', '6']",0
703,16,16_9.jpg,"[180.0, 0.08]","['14:15:55', '5']",0
704,33,33_7.jpg,"[160.0, 0.08]","['10:24:53', '2']",0
705,40,40_8.jpg,"[160.6, 0.08]","['17:32:17', '6']",0
706,35,35_7.jpg,"[173.2, 0.08]","['03:26:55', '5']",0
707,1,1_7.jpg,"[158.6, 0.08]","['03:55:24', '4']",0
708,30,30_7.jpg,"[162.9, 0.08]","['16:08:32', '3']",0
709,64,64_9.jpg,"[169.7, 0.08]","['08:39:11', '3']",0
710,98,98_7.jpg,"[177.8, 0.08]","['02:21:03', '3']",0
711,81,81_8.jpg,"[177.4, 0.08]","['22:15:26', '3']",0
712,14,14_8.jpg,"[158.3, 0.08]","['17:05:37', '7']",0
713,33,33_8.jpg,"[163.2, 0.08]","['18:48:08', '6']",0
714,24,24_5.jpg,"[191.1, 0.08]","['04:35:33', '7']",0
715,15,15_8.jpg,"[171.4, 0.08]","['18:49:24', '4']",0
716,68,68_5.jpg,"[194.0, 0.08]","['09:16:20', '3']",0
717,17,17_8.jpg,"[179.6, 0.08]","['01:00:21', '5']",0
718,58,58_7.jpg,"[186.0, 0.08]","['21:02:43', '1']",0
719,43,43_6.jpg,"[194.7, 0.08]","['10:30:58', '2']",0
720,90,90_7.jpg,"[170.1, 0.08]","['16:53:27', '5']",0
721,28,28_10.jpg,"[165.0, 0.08]","['15:36:39', '1']",0
722,48,48_8.jpg,"[185.5, 0.08]","['05:58:44', '3']",0
723,8,8_8.jpg,"[163.1, 0.08]","['17:40:36', '3']",0
724,23,23_9.jpg,"[180.1, 0.08]","['06:49:15', '4']",0
725,40,40_9.jpg,"[162.1, 0.08]","['19:22:25', '6']",0
726,27,27_8.jpg,"[176.6, 0.08]","['10:47:34', '5']",0
727,7,7_5.jpg,"[183.8, 0.08]","['07:14:14', '6']",0
728,93,93_4.jpg,"[184.0, 0.08]","['08:00:11', '6']",0
729,22,22_7.jpg,"[174.3, 0.08]","['22:43:44', '4']",0
730,96,96_4.jpg,"[154.2, 0.08]","['18:20:03', '6']",0
731,35,35_8.jpg,"[163.7, 0.08]","['03:29:42', '5']",0
732,67,67_4.jpg,"[180.0, 0.08]","['08:47:24', '2']",0
733,27,27_9.jpg,"[182.0, 0.08]","['18:13:42', '5']",0
734,11,11_9.jpg,"[169.1, 0.08]","['09:53:00', '7']",0
735,77,77_6.jpg,"[183.8, 0.08]","['15:28:52', '2']",0
736,39,39_7.jpg,"[169.8, 0.08]","['01:59:47', '5']",0
737,84,84_8.jpg,"[189.2, 0.08]","['23:56:48', '7']",0
738,47,47_7.jpg,"[195.3, 0.08]","['22:10:33', '7']",0
739,61,61_9.jpg,"[185.9, 0.08]","['10:58:35', '5']",0
740,60,60_8.jpg,"[167.6, 0.08]","['21:46:46', '5']",0
741,54,54_8.jpg,"[183.4, 0.08]","['23:42:09', '6']",0
742,80,80_9.jpg,"[173.0, 0.08]","['01:19:06', '7']",0
743,71,71_8.jpg,"[153.5, 0.08]","['11:43:05', '6']",0
744,1,1_8.jpg,"[169.9, 0.08]","['19:35:43', '5']",0
745,26,26_6.jpg,"[166.1, 0.08]","['09:26:38', '7']",0
746,57,57_5.jpg,"[168.4, 0.08]","['03:43:03', '4']",0
747,8,8_9.jpg,"[163.7, 0.08]","['02:51:35', '2']",0
748,20,20_8.jpg,"[170.2, 0.08]","['08:40:34', '2']",0
749,65,65_9.jpg,"[175.6, 0.08]","['13:22:59', '3']",0
750,98,98_8.jpg,"[172.2, 0.08]","['05:08:45', '1']",0
751,12,12_8.jpg,"[182.2, 0.08]","['18:53:19', '1']",0
752,93,93_5.jpg,"[188.5, 0.08]","['08:06:04', '6']",0
753,51,51_8.jpg,"[169.0, 0.08]","['11:02:10', '4']",0
754,58,58_8.jpg,"[183.2, 0.08]","['20:47:38', '1']",0
755,10,10_6.jpg,"[179.5, 0.08]","['18:27:27', '2']",0
